WKT,id,appellation,affected_surveys,parcel_intent,topology_type,statutory_actions,land_district,titles,survey_area,calc_area
"POLYGON ((174.7363355667 -36.8554828833,174.7363830333 -36.85547945,174.7365396 -36.8554680167,174.73673055 -36.8554540667,174.7369550167 -36.8554376,174.7373482167 -36.855409,174.7373678167 -36.8555895,174.7369748 -36.8556181667,174.7368387333 -36.8556281,174.73670265 -36.8556380333,174.7365665667 -36.85564795,174.7364304667 -36.8556578833,174.7362943833 -36.8556678167,174.73627812366 -36.8556690037061,174.73627812366 -36.8555198520089,174.7363355667 -36.8554828833))",5212325,,,Road,Primary,,North Auckland,,,2128
"POLYGON ((174.7375729667 -36.85539265,174.7375926167 -36.8555731833,174.7373678167 -36.8555895,174.7373482167 -36.855409,174.7375729667 -36.85539265))",5250037,,,Road,Primary,,North Auckland,,,405
"POLYGON ((174.73767415 -36.8562952333,174.73744945 -36.8563115833,174.7374333833 -36.8561693333,174.7374210333 -36.85605995,174.7374084667 -36.8559506333,174.7373963 -36.85584115,174.7373839167 -36.85573175,174.7373678167 -36.8555895,174.7375926167 -36.8555731833,174.7376087167 -36.8557154333,174.7376211 -36.8558248333,174.7376334667 -36.8559342167,174.7376458 -36.8560436167,174.7376581333 -36.856153,174.73767415 -36.8562952333))",5229705,,,Road,Primary,,North Auckland,,,1619
"POLYGON ((174.7381442 -36.8564430333,174.7380079833 -36.85645295,174.7378717667 -36.8564628833,174.73769465 -36.8564757833,174.73767415 -36.8562952333,174.7380673167 -36.8562666,174.73821035 -36.8562562,174.7383533667 -36.8562458167,174.7384963833 -36.8562354167,174.7385937 -36.8564102667,174.7384166 -36.8564231833,174.7382804 -36.8564331167,174.7381442 -36.8564430333))",5205593,,,Road,Primary,,North Auckland,,,1550
"POLYGON ((174.73767415 -36.8562952333,174.73769465 -36.8564757833,174.7374698167 -36.8564920833,174.73744945 -36.8563115833,174.73767415 -36.8562952333))",5253104,,,Road,Primary,,North Auckland,,,405
"POLYGON ((174.73744945 -36.8563115833,174.7374698167 -36.8564920833,174.7372921333 -36.856505,174.7371391167 -36.8565161167,174.7370819167 -36.8565202667,174.7370208333 -36.85652475,174.73688485 -36.8565346333,174.7367488833 -36.8565445,174.7365720333 -36.8565573333,174.7366480333 -36.8563700333,174.7367841333 -36.8563601,174.73692025 -36.8563501667,174.73705635 -36.8563402333,174.73744945 -36.8563115833))",5206391,,,Road,Primary,,North Auckland,,,1529
"POLYGON ((174.7363747 -36.8563897333,174.7363474167 -36.85657365,174.73627812366 -36.8565787081374,174.73627812366 -36.8563967379651,174.7363747 -36.8563897333))",5229875,,,Road,Primary,,North Auckland,,,5400
"POLYGON ((174.736412 -36.8571451,174.7366366333 -36.85712905,174.7366488 -36.8572385167,174.7366610833 -36.85734795,174.73627812366 -36.8574367838221,174.73627812366 -36.8573743488411,174.736412 -36.8571451))",5255011,,,Road,Primary,,North Auckland,,,793
"POLYGON ((174.73780855 -36.8574850833,174.7376958833 -36.8574936167,174.7375837667 -36.85750145,174.7375590833 -36.8572826333,174.7375467833 -36.8571732,174.7375343167 -36.8570638167,174.7375219333 -36.8569544,174.7375055667 -36.8568079833,174.7375012667 -36.8567715833,174.73748915 -36.8566644333,174.7374890667 -36.8566635333,174.73748895 -36.8566626333,174.7374829667 -36.8566096833,174.7374828667 -36.8566087833,174.7374827833 -36.8566078833,174.7374698167 -36.8564920833,174.73769465 -36.8564757833,174.7377304167 -36.8567916667,174.737747 -36.85693805,174.7377593833 -36.85704745,174.7377717333 -36.8571568667,174.7377840333 -36.8572662667,174.7377963167 -36.8573756833,174.73780855 -36.8574850833))",5225169,,,Road,Primary,,North Auckland,,,2265
"POLYGON ((174.73662395 -36.8570169667,174.7366366333 -36.85712905,174.736412 -36.8571451,174.7364036333 -36.8570709,174.7364006833 -36.8570447333,174.7363976167 -36.8570178,174.7363831833 -36.8568895833,174.7363474167 -36.85657365,174.7365720333 -36.8565573333,174.7366077 -36.8568732833,174.73662395 -36.8570169667))",5209696,,,Road,Primary,,North Auckland,,,1280
"POLYGON ((174.7363474167 -36.85657365,174.7363747 -36.8563897333,174.7365119333 -36.85637995,174.7366480333 -36.8563700333,174.7365720333 -36.8565573333,174.7363474167 -36.85657365))",5250622,,,Road,Primary,,North Auckland,,,448
"POLYGON ((174.7385937 -36.8564102667,174.7384963833 -36.8562354167,174.7386394 -36.8562250167,174.73885695 -36.8562092167,174.7388183667 -36.8563939667,174.7385937 -36.8564102667))",5254364,,,Road,Primary,,North Auckland,,,527
"POLYGON ((174.73878705 -36.84861315,174.7390064167 -36.8485615333,174.7390234667 -36.8486705333,174.7390402333 -36.84877975,174.7390683167 -36.8489599167,174.73884045 -36.8489855,174.7388249167 -36.8488861667,174.7388093833 -36.8487868333,174.73878705 -36.84861315))",5243685,,,Road,Primary,,North Auckland,,,880
"POLYGON ((174.7387876333 -36.8530931333,174.7387787667 -36.8530363667,174.73877005 -36.85298125,174.7387611167 -36.8529232,174.7387524667 -36.8528667833,174.7387437333 -36.8528100333,174.7387240833 -36.8526829,174.7387043333 -36.8525868833,174.7386985167 -36.8525512833,174.73868535 -36.85249435,174.73867225 -36.85242965,174.7386723667 -36.8524154,174.7388071333 -36.8524117833,174.7388310667 -36.8525394833,174.7388596167 -36.8526683,174.7388773333 -36.85278395,174.7388950833 -36.8528996333,174.7389305167 -36.8531309,174.73893815 -36.8532273833,174.738983 -36.8534866667,174.7388493833 -36.8534996667,174.7388316667 -36.85338385,174.7388123 -36.8532673167,174.7387962 -36.8531517,174.7387876333 -36.8530931333))",5234039,,,Road,Primary,,North Auckland,,,1455
"POLYGON ((174.7388071333 -36.8524117833,174.7386723667 -36.8524154,174.7386668 -36.85240175,174.7386549833 -36.8523387833,174.7386473167 -36.8522981333,174.7386439 -36.8522803333,174.7387900833 -36.8523221833,174.7388071333 -36.8524117833))",5242390,,,Road,Primary,,North Auckland,,,154
"POLYGON ((174.7390094333 -36.8536675167,174.7388738833 -36.8536799667,174.7388493833 -36.8534996667,174.738983 -36.8534866667,174.7390094333 -36.8536675167))",5256729,,,Road,Primary,,North Auckland,,,244
"POLYGON ((174.7453016667 -36.8671146667,174.7452583167 -36.8670341333,174.7452134333 -36.8669491167,174.7451739833 -36.8668743667,174.7451693333 -36.8668655333,174.7451254667 -36.8667824,174.745307 -36.8666986,174.7453589333 -36.8667990667,174.74540265 -36.8668831,174.7454486167 -36.8669711667,174.7454572333 -36.8669878,174.7454665833 -36.8670058833,174.7454751833 -36.86702175,174.7454930833 -36.8670561667,174.7453016667 -36.8671146667))",5232862,,,Road,Primary,,North Auckland,,,764
"POLYGON ((174.7450636167 -36.86666495,174.7452569 -36.8666030167,174.745307 -36.8666986,174.7451254667 -36.8667824,174.74508205 -36.8666999333,174.7450636167 -36.86666495))",5257391,,,Road,Primary,,North Auckland,,,238
"POLYGON ((174.7455403667 -36.8665031667,174.7455924167 -36.86660275,174.7455932833 -36.8666044,174.745307 -36.8666986,174.7452569 -36.8666030167,174.7455403667 -36.8665031667))",5215864,,,Road,Primary,,North Auckland,,,327
"POLYGON ((174.7455983167 -36.8664837833,174.74572795 -36.8664399,174.7458522 -36.8663977,174.74596875 -36.8663578167,174.74608185 -36.8663196167,174.7461896167 -36.8662847167,174.7462909 -36.8662466833,174.7463973167 -36.8662119,174.7464982 -36.8661788,174.7465604167 -36.8661581,174.7466127167 -36.86625815,174.74640595 -36.8663279333,174.7463430167 -36.8663493833,174.74620445 -36.8663962167,174.7460787 -36.8664391,174.74606815 -36.8664426333,174.7459674167 -36.8664768833,174.7458521667 -36.86651615,174.74575405 -36.8665495333,174.74563615 -36.8665897667,174.7455943333 -36.86660405,174.74559345 -36.8666024,174.7455414 -36.8665028167,174.7455983167 -36.8664837833))",5209293,,,Road,Primary,,North Auckland,,,1194
"POLYGON ((174.7436483 -36.8657989,174.7438059333 -36.8657458667,174.74393895 -36.8660026833,174.7439446333 -36.8660136833,174.7439842333 -36.8660901333,174.7440254 -36.8661704833,174.7440699833 -36.86625735,174.7441132833 -36.8663415,174.7441567167 -36.8664257667,174.74419995 -36.8665095,174.7442417667 -36.8665904,174.7442842833 -36.8666725667,174.744329 -36.8667588667,174.7443705833 -36.86683905,174.7444150167 -36.8669225667,174.7444581 -36.8670053,174.7445159667 -36.8671170333,174.7445893833 -36.8672588,174.74463275 -36.8673425,174.74447415 -36.8673944667,174.7444334 -36.8673153333,174.74438975 -36.86723055,174.7443474333 -36.86714845,174.7443036833 -36.8670636,174.7442568 -36.8669747167,174.7442144 -36.8668923333,174.7441715833 -36.8668096333,174.74413105 -36.8667313667,174.7441269833 -36.8667235167,174.7440856667 -36.8666437667,174.74404765 -36.8665703167,174.7440425 -36.8665603333,174.7440011167 -36.8664803333,174.7439579 -36.8663968833,174.7439123833 -36.8663088667,174.7438680167 -36.86622315,174.7438646833 -36.8662167333,174.74385465 -36.8661973833,174.7438467667 -36.86618215,174.7438337167 -36.86615705,174.7438257333 -36.8661415333,174.7437833667 -36.8660598167,174.7437675833 -36.8660293667,174.7436483 -36.8657989))",5222065,,,Road,Primary,,North Auckland,,,2914
"POLYGON ((174.74301715 -36.86601075,174.7431508333 -36.8662717333,174.7431932833 -36.866354,174.7432364 -36.8664376333,174.7432801833 -36.8665225333,174.7433244 -36.8666083667,174.7433665 -36.8666901,174.74341055 -36.86677575,174.7434523167 -36.8668569667,174.7434937667 -36.86693765,174.7435380833 -36.8670241167,174.7435812833 -36.8671085167,174.7436227667 -36.8671896167,174.74366655 -36.86727545,174.74370885 -36.8673584667,174.7437549667 -36.8674399333,174.74379755 -36.8675234167,174.74384055 -36.8676079167,174.7436861833 -36.86766385,174.74364215 -36.8675797167,174.7435992833 -36.86749645,174.7435592333 -36.86741905,174.7435533667 -36.86740685,174.7435082333 -36.8673202333,174.74348805 -36.8672809333,174.74346885 -36.8672441667,174.7434290667 -36.8671654,174.7433872333 -36.8670832667,174.7433432167 -36.8669971667,174.7432988167 -36.86691065,174.7432958167 -36.8669048167,174.7432580667 -36.8668316667,174.7432128 -36.8667442333,174.7431661 -36.8666579,174.7431228667 -36.8665742,174.74307965 -36.8664904833,174.74303685 -36.86640665,174.7429921 -36.8663232333,174.7429620333 -36.8662697833,174.7428561333 -36.8660649167,174.74301715 -36.86601075))",5224277,,,Road,Primary,,North Auckland,,,2902
"POLYGON ((174.7400418167 -36.8667388667,174.7402502 -36.8666693833,174.7404693833 -36.8668641167,174.7401719 -36.86696335,174.7400418167 -36.8667388667))",5254011,,,Road,Primary,,North Auckland,,,670
"POLYGON ((174.7398776833 -36.86679375,174.7400418167 -36.8667388667,174.7401719 -36.86696335,174.74000575 -36.8670186833,174.7399856167 -36.8670254,174.7397444333 -36.8671059167,174.7395387667 -36.8671570833,174.7395188167 -36.8671616667,174.7394986167 -36.86716555,174.73947825 -36.8671687333,174.7394577167 -36.8671712,174.7394370667 -36.86717295,174.73941635 -36.8671739667,174.7393956 -36.8671742667,174.73937485 -36.86717385,174.7393541333 -36.8671727,174.7393335 -36.8671708333,174.739313 -36.86716825,174.73929265 -36.86716495,174.7392725 -36.86716095,174.7392525833 -36.86715625,174.7392329333 -36.86715085,174.7392087333 -36.86714305,174.7391850667 -36.86713425,174.7391620167 -36.86712445,174.7391396333 -36.8671137,174.7389582667 -36.86702045,174.7389419 -36.8670101833,174.7387911833 -36.8669155833,174.7387270167 -36.8668753,174.73856535 -36.8667741167,174.73840255 -36.8666719333,174.7386064667 -36.8664825833,174.7390897667 -36.8667878667,174.7392743 -36.8669044333,174.7393065 -36.8669123333,174.7394652667 -36.8669233667,174.7394989333 -36.86692025,174.7396251667 -36.8668780833,174.7397514333 -36.8668359333,174.7398776833 -36.86679375))",5211925,,,Road,Primary,,North Auckland,,,4488
"POLYGON ((174.7382399833 -36.8665698167,174.7384249667 -36.8663666167,174.7386064667 -36.8664825833,174.73840255 -36.8666719333,174.73826785 -36.8665873667,174.7382539167 -36.8665786167,174.7382399833 -36.8665698167))",5244270,,,Road,Primary,,North Auckland,,,544
"POLYGON ((174.7397081833 -36.86619625,174.7394659 -36.8659458667,174.7396441333 -36.8658348,174.7398864667 -36.8660852667,174.7399703833 -36.866172,174.7400164667 -36.8662195667,174.7400454333 -36.8662753333,174.7401112667 -36.866402,174.7402502 -36.8666693833,174.7400418167 -36.8667388667,174.73988975 -36.8664462667,174.7398197833 -36.8663115833,174.7397081833 -36.86619625))",5231683,,,Road,Primary,,North Auckland,,,2121
"POLYGON ((174.7406668167 -36.8665303833,174.7407930333 -36.8664881667,174.7409192667 -36.8664459833,174.7410834 -36.8663911333,174.7412032333 -36.8666191667,174.7411316167 -36.8666430667,174.7411133333 -36.8666492,174.7410822667 -36.8666595667,174.7409422833 -36.8667063,174.7404693833 -36.8668641167,174.7402502 -36.8666693833,174.7404300833 -36.8666093667,174.7406668167 -36.8665303833))",5226504,,,Road,Primary,,North Auckland,,,2077
"POLYGON ((174.7412032333 -36.8666191667,174.7410834 -36.8663911333,174.7412918833 -36.8663217,174.7414093167 -36.8665504667,174.7412578833 -36.8666009167,174.7412032333 -36.8666191667))",5255178,,,Road,Primary,,North Auckland,,,549
"POLYGON ((174.7417081667 -36.86618235,174.7418349 -36.8661396167,174.7419603667 -36.8660965667,174.74198335 -36.8660888,174.7421253667 -36.8660421333,174.7422589667 -36.8662651667,174.7421249167 -36.8663101167,174.7420712 -36.8663281833,174.74201035 -36.8663486167,174.74194935 -36.8663690833,174.7417598333 -36.8664327,174.7414093167 -36.8665504667,174.7412918833 -36.8663217,174.74140245 -36.8662849,174.7414335 -36.8662744833,174.74145585 -36.8662669833,174.7415175333 -36.8662463,174.7415597667 -36.8662321333,174.7415820167 -36.8662246667,174.7417081667 -36.86618235))",5215411,,,Road,Primary,,North Auckland,,,2231
"POLYGON ((174.74068285 -36.8657272833,174.7405989167 -36.8656405,174.7403566 -36.8653900333,174.7405349 -36.86527895,174.7407771833 -36.8655294167,174.7408610667 -36.8656161667,174.7409449167 -36.8657029167,174.7409995167 -36.8657593667,174.7410168 -36.86579265,174.7410338167 -36.8658253333,174.7410865833 -36.8659267,174.7411392833 -36.86602845,174.7412918833 -36.8663217,174.7410834 -36.8663911333,174.7409311833 -36.8660981833,174.7408784 -36.8659966333,174.7408029333 -36.8658514667,174.74068285 -36.8657272833))",5215938,,,Road,Primary,,North Auckland,,,2664
"POLYGON ((174.7417520167 -36.8650599,174.7418359667 -36.86514665,174.7419199 -36.8652333833,174.741983 -36.8652986333,174.7420227833 -36.8653749333,174.7420753167 -36.8654765167,174.74212825 -36.8655777333,174.7421812 -36.8656796333,174.7423335833 -36.8659722667,174.7421253667 -36.8660421333,174.7419931167 -36.8657883667,174.7419723333 -36.8657488167,174.7419196167 -36.8656474167,174.7418668667 -36.8655460667,174.7417861667 -36.8653907333,174.7416574667 -36.8652578333,174.74157355 -36.8651711167,174.7414896667 -36.8650844,174.7412474 -36.8648339667,174.74142515 -36.8647224167,174.74166805 -36.86497315,174.7417520167 -36.8650599))",5206533,,,Road,Primary,,North Auckland,,,3207
"POLYGON ((174.74021775 -36.8652470167,174.7403959833 -36.8651357,174.7405349 -36.86527895,174.7403566 -36.8653900333,174.74021775 -36.8652470167))",5258134,,,Road,Primary,,North Auckland,,,405
"POLYGON ((174.7399698 -36.8654018167,174.7400777333 -36.8653344167,174.74021775 -36.8652470167,174.7403566 -36.8653900333,174.7402162667 -36.8654776833,174.7401083333 -36.8655451,174.7400003833 -36.8656124833,174.73989245 -36.86567985,174.7397845 -36.8657472167,174.7396441333 -36.8658348,174.7395056667 -36.8656916833,174.739646 -36.8656040333,174.7397539333 -36.8655366167,174.7398616333 -36.8654693167,174.7399698 -36.8654018167))",5231711,,,Road,Primary,,North Auckland,,,1619
"POLYGON ((174.7395056667 -36.8656916833,174.73932735 -36.8658025,174.7390848167 -36.8655519833,174.73835825 -36.8648009333,174.73853665 -36.86468995,174.7387789667 -36.8649404333,174.7388597 -36.8650239333,174.7389404333 -36.8651074167,174.7390211667 -36.8651908833,174.7391019 -36.86527435,174.73918265 -36.8653578167,174.7392633833 -36.8654412667,174.7395056667 -36.8656916833))",5208190,,,Road,Primary,,North Auckland,,,2831
"POLYGON ((174.7395056667 -36.8656916833,174.7396441333 -36.8658348,174.7394659 -36.8659458667,174.73932735 -36.8658025,174.7395056667 -36.8656916833))",5247515,,,Road,Primary,,North Auckland,,,405
"POLYGON ((174.7386064667 -36.8664825833,174.7384249667 -36.8663666167,174.7386485333 -36.8662271333,174.738756 -36.86615985,174.7388638333 -36.8660924833,174.7389716667 -36.8660251667,174.7390794667 -36.8659578333,174.7391871667 -36.8658901333,174.73932735 -36.8658025,174.7394659 -36.8659458667,174.7393255667 -36.8660335333,174.7386064667 -36.8664825833))",5222859,,,Road,Primary,,North Auckland,,,2000
"POLYGON ((174.7366687167 -36.86598515,174.7367594 -36.86586645,174.7369348333 -36.8659890333,174.73720685 -36.8661791333,174.737249 -36.8664171333,174.7372299667 -36.8664358833,174.7371793667 -36.86640025,174.7370477333 -36.8663082833,174.73693955 -36.8662326667,174.7368750833 -36.8661294,174.7367719 -36.8660572667,174.7366687167 -36.86598515))",5206022,,,Road,Primary,,North Auckland,,,1114
"POLYGON ((174.73652475 -36.8658845333,174.73652565 -36.86574555,174.7365649 -36.8657152333,174.7367322 -36.8656826167,174.7367483333 -36.8657917,174.7367594 -36.86586645,174.7366687167 -36.86598515,174.73652475 -36.8658845333))",5254116,,,Road,Primary,,North Auckland,,,506
"POLYGON ((174.73739345 -36.8652809667,174.7376917833 -36.86521545,174.73770655 -36.8652969833,174.7377198167 -36.8653702833,174.7377810667 -36.8657089333,174.73780865 -36.86586625,174.7378304333 -36.8659901,174.7378937833 -36.8660302667,174.7381781833 -36.8662106333,174.7384249667 -36.8663666167,174.7382399833 -36.8665698167,174.7375417 -36.8661195667,174.7375399333 -36.8661095667,174.7375093333 -36.8659365,174.7374997 -36.8658842167,174.7374901 -36.86582775,174.73748045 -36.86577335,174.73747275 -36.8657298333,174.7374559333 -36.8656346833,174.7374451167 -36.8655735,174.737442 -36.86555585,174.7374276 -36.8654743,174.7374132 -36.86539275,174.73739345 -36.8652809667))",5222852,,,Road,Primary,,North Auckland,,,4516
"POLYGON ((174.73671615 -36.8655738833,174.7367322 -36.8656826167,174.7365649 -36.8657152333,174.7365252333 -36.865447,174.7365332333 -36.8651700333,174.7367036 -36.8651919667,174.7366963167 -36.8654403,174.7366999 -36.8654644333,174.73671615 -36.8655738833))",5235762,,,Road,Primary,,North Auckland,,,879
"POLYGON ((174.7362935667 -36.8657157,174.7364306 -36.8657333333,174.73652565 -36.86574555,174.73652475 -36.8658845333,174.7363494167 -36.8658619,174.73627812366 -36.8658527099892,174.73627812366 -36.8657137106829,174.7362935667 -36.8657157))",5221388,,,Road,Primary,,North Auckland,,,1480
"POLYGON ((174.7362804167 -36.8664913667,174.73629045 -36.8664901,174.7363005667 -36.86648955,174.7363107167 -36.8664897333,174.7363208 -36.86649065,174.73633075 -36.8664923,174.7363404667 -36.86649465,174.7363498833 -36.8664977,174.7363589167 -36.8665014167,174.7363675 -36.8665057667,174.7363755667 -36.8665107167,174.7363830333 -36.8665162333,174.7363898667 -36.8665222667,174.7363959833 -36.8665287667,174.7364013667 -36.8665356833,174.7364059333 -36.8665429667,174.7364096833 -36.86655055,174.7364125667 -36.8665583667,174.73641455 -36.8665663667,174.73641565 -36.8665744667,174.7364158167 -36.8665826167,174.7364150833 -36.86659075,174.73641345 -36.8665988,174.7364109167 -36.8666067,174.7364075 -36.8666143833,174.73640325 -36.8666217833,174.7363926333 -36.8666352,174.7363874 -36.8666415667,174.7363833167 -36.86664845,174.73638045 -36.8666557333,174.7363788667 -36.8666632667,174.7363707833 -36.8667299667,174.7363605 -36.8668142,174.7363594 -36.8668231667,174.73635755 -36.8668392833,174.7363443333 -36.8669486,174.7363311333 -36.8670579333,174.73631795 -36.8671672667,174.7363047333 -36.8672765833,174.73627812366 -36.8672762518821,174.73627812366 -36.8664918330779,174.7362804167 -36.8664913667))",5209493,,,Road,Primary,,North Auckland,,,1362
"POLYGON ((174.7363047333 -36.8672765833,174.7363603167 -36.86731835,174.7363394167 -36.8673395333,174.73627812366 -36.8674014859386,174.73627812366 -36.8672762518821,174.7363047333 -36.8672765833))",5243951,,,Road,Primary,,North Auckland,,,369
"POLYGON ((174.7383662833 -36.8682514,174.74191445 -36.8685866,174.7427748167 -36.8686482833,174.7435632667 -36.86862995,174.74381215 -36.8685856667,174.7438682167 -36.8685769833,174.7438963167 -36.8685739167,174.7440938 -36.8685659,174.7441212667 -36.8685637833,174.7441454333 -36.8685582833,174.7441474 -36.8685624,174.7441478167 -36.86856325,174.7441773 -36.8686240833,174.7442180667 -36.8687085833,174.7442588333 -36.8687930833,174.7442996333 -36.8688776,174.7443455333 -36.8689649167,174.7443873333 -36.86905925,174.7443877167 -36.8690600833,174.74394455 -36.86909575,174.74394295 -36.8691006333,174.7435852167 -36.8691270833,174.74322645 -36.8691403833,174.74295705 -36.8691408167,174.7426444167 -36.8691327,174.7424874 -36.8691398,174.74239655 -36.86913355,174.7422726 -36.86911185,174.7420971667 -36.8690986833,174.7417747667 -36.8690708667,174.7413484167 -36.8690309833,174.7413521333 -36.8689284,174.7411269167 -36.8689133,174.7411236833 -36.8690099667,174.7406467667 -36.8689653667,174.7396666833 -36.8688734333,174.7396655833 -36.8688702167,174.7395426833 -36.8688451,174.7381032167 -36.8687080167,174.7380663333 -36.8687146333,174.7380660167 -36.8687173333,174.7379005 -36.8687019,174.7379004 -36.868697,174.7378441667 -36.8686931667,174.7377399667 -36.8686869167,174.7369081333 -36.8686093667,174.7368849333 -36.8686012,174.73627812366 -36.8685435424433,174.73627812366 -36.8680380194068,174.7383662833 -36.8682514))",7396211,Section 1 SO 455004,SO 455004,Road,Primary,"[Create] Road New Zealand Gazette 2012 p 3871 Pursuant to Sec 5 of the Land Transport Management Act 2003, forms part of State Highway 16 and remains vested in the Crown.",North Auckland,,43208.0000,43201
"POLYGON ((174.7440791 -36.8680695333,174.7441648667 -36.86823575,174.7440070167 -36.8682882833,174.74396575 -36.8682076333,174.7439244167 -36.8681288667,174.7438818333 -36.86804385,174.7438390667 -36.8679593167,174.7437942333 -36.8678714333,174.74375015 -36.8677861,174.7439071667 -36.8677344667,174.7439849167 -36.8678855167,174.7439936167 -36.86790195,174.7440371333 -36.8679885667,174.7440791 -36.8680695333))",5205676,,,Road,Primary,,North Auckland,,,914
"POLYGON ((174.7436861833 -36.86766385,174.74384055 -36.8676079167,174.7439071667 -36.8677344667,174.74375015 -36.8677861,174.7436961667 -36.8676846667,174.7436861833 -36.86766385))",5242983,,,Road,Primary,,North Auckland,,,227
"POLYGON ((174.7447504333 -36.8679345667,174.7447105333 -36.8678536833,174.7446680833 -36.8677706667,174.7446457333 -36.86772795,174.7446320333 -36.8677012667,174.7446225667 -36.8676961833,174.74458305 -36.8676070333,174.7445399833 -36.8675217167,174.7446980833 -36.8674694833,174.7447411833 -36.8675532667,174.7447824167 -36.8676334833,174.7448236333 -36.8677137,174.7448700667 -36.8678058333,174.7449089167 -36.86788195,174.7449539167 -36.8679672,174.7450267833 -36.868109,174.7450422 -36.868139,174.7450856167 -36.8682232167,174.7451060333 -36.8682632167,174.7451088667 -36.8682687167,174.74494475 -36.8682817833,174.7449325667 -36.86828615,174.7449296333 -36.8682805667,174.7448768167 -36.8682991167,174.7448749 -36.8682953833,174.7448308833 -36.86820975,174.7448839833 -36.8681917667,174.7448496833 -36.86812505,174.7448209833 -36.86806925,174.7447924333 -36.8680131667,174.7447504333 -36.8679345667))",7423102,,SO 457092,Road,Primary,[Create] Road. New Zealand Gazette 2013 p 2539 Balance Road Parcel.,North Auckland,,,1488
"POLYGON ((174.7456244167 -36.8673114833,174.74567035 -36.8673995333,174.7457146833 -36.8674810667,174.7457531667 -36.86756185,174.7457966 -36.86764555,174.7458487667 -36.8677476333,174.7458964833 -36.8678409333,174.7459481167 -36.8679412,174.7459827333 -36.8680084167,174.7459860667 -36.8680145667,174.7458020667 -36.8680811167,174.74579815 -36.86807355,174.7457979 -36.86807345,174.7457617333 -36.8679983667,174.74571355 -36.86790885,174.7456674667 -36.8678189,174.7456283667 -36.8677425667,174.74562105 -36.8677297167,174.7455852333 -36.86766,174.7455699667 -36.867631,174.7455415333 -36.8675768,174.7455001333 -36.8674949167,174.7454563667 -36.8674100167,174.7454081667 -36.8673268333,174.7453679 -36.8672413833,174.7455580167 -36.8671827,174.7455760667 -36.8672193,174.7456244167 -36.8673114833))",7423103,,SO 457092,Road,Primary,[Create] Road. New Zealand Gazette 2013 p 2539 Balance Road Parcel.,North Auckland,,,1813
"POLYGON ((174.74384055 -36.8676079167,174.7441628167 -36.8674952167,174.74447415 -36.8673944667,174.7445399833 -36.8675217167,174.7443777833 -36.86757615,174.7443376833 -36.8675899,174.7442233333 -36.8676280833,174.7440968167 -36.8676707833,174.7439071667 -36.8677344667,174.74384055 -36.8676079167))",5220056,,,Road,Primary,,North Auckland,,,948
"POLYGON ((174.74463275 -36.8673425,174.7446980833 -36.8674694833,174.7445399833 -36.8675217167,174.74447415 -36.8673944667,174.74463275 -36.8673425))",5253362,,,Road,Primary,,North Auckland,,,233
"POLYGON ((174.744959 -36.86722925,174.7453016667 -36.8671146667,174.7453679 -36.8672413833,174.7450285667 -36.8673569833,174.7446980833 -36.8674694833,174.74463275 -36.8673425,174.744959 -36.86722925))",5215131,,,Road,Primary,,North Auckland,,,996
"POLYGON ((174.7467347833 -36.8677175833,174.7466994667 -36.8677367667,174.7466495833 -36.8677356167,174.7466039667 -36.8677171833,174.7465801167 -36.8677253333,174.7465241667 -36.8677445,174.7463936 -36.8677892167,174.7463579167 -36.8678012,174.7462929833 -36.8678233833,174.74624015 -36.8677235167,174.74663845 -36.8675874333,174.7466642667 -36.8675786167,174.74669005 -36.8675697833,174.7468861333 -36.8675027833,174.7469956833 -36.8674644667,174.7471065333 -36.8674275167,174.74728215 -36.8673675167,174.7473023 -36.8674668333,174.74730445 -36.8674777333,174.7470031833 -36.8675807,174.7469793167 -36.86758955,174.7468509667 -36.8676338667,174.7467793167 -36.8676572167,174.7467647167 -36.8676728833,174.7467421667 -36.8677082,174.7467347833 -36.8677175833))",5240900,,,Road,Primary,,North Auckland,,,1256
"POLYGON ((174.7469985667 -36.8675862167,174.7468317 -36.8676428833,174.7468109333 -36.8676557667,174.7467318167 -36.8677513667,174.7466653333 -36.8677608167,174.7465801167 -36.8677253333,174.7466039667 -36.8677171833,174.7466495833 -36.8677356167,174.7466994667 -36.8677367667,174.7467347833 -36.8677175833,174.7467421667 -36.8677082,174.7467647167 -36.8676728833,174.7467793167 -36.8676572167,174.7468509667 -36.8676338667,174.7469793167 -36.86758955,174.7470031833 -36.8675807,174.7469985667 -36.8675862167))",7423130,Section 18 SO 457092,SO 457092,Road,Primary,[Referenced] Road. New Zealand Gazette 2014 p 1215 Vests in Auckland Council.,North Auckland,,61.0000,59
"POLYGON ((174.7474576167 -36.8673076667,174.7474579 -36.8673092667,174.7474211167 -36.8674046667,174.7473915167 -36.86742955,174.747368 -36.8674424667,174.7473427333 -36.8674530167,174.7473168833 -36.8674624167,174.7473023 -36.8674668333,174.74728215 -36.8673675167,174.7474576167 -36.8673076667))",7423096,,SO 457092,Road,Primary,[Create] Road. New Zealand Gazette 2013 p 2539 Balance Road Parcel.,North Auckland,,,146
