WKT,id,appellation,affected_surveys,parcel_intent,topology_type,statutory_actions,land_district,titles,survey_area,calc_area
"POLYGON ((174.7486060667 -36.86736885,174.7485583 -36.8674020667,174.7482906667 -36.8675880833,174.7481174667 -36.86771455,174.7480140333 -36.8677752667,174.747991 -36.8677954167,174.7476908333 -36.8679759333,174.7476303833 -36.8679982,174.7475991167 -36.8680092333,174.747538 -36.8677805833,174.74750435 -36.8675944333,174.7474789833 -36.86741835,174.7492018 -36.8668343,174.74922875 -36.8668534833,174.7492295667 -36.8668541,174.7486060667 -36.86736885))",7397195,Section 20 SO 452750,SO 452750,Road,Primary,"[Create] Road. New Zealand Gazette 2013 p 279 Pursuant to Section 5 of the Land Transport Management Act 2003, Forms part of State Highway 16 and Vests in the Crown.",North Auckland,,6522.0000,6555
"POLYGON ((174.7492295667 -36.8668541,174.7492631667 -36.8668780167,174.7491628167 -36.86696275,174.7489458833 -36.8671426333,174.7487867 -36.8672722,174.74857 -36.8674521833,174.7483530833 -36.8676315833,174.7483289 -36.8676520167,174.7481981 -36.8677621667,174.7481341667 -36.8678209833,174.7479266667 -36.8678903,174.7476908333 -36.8679759333,174.747991 -36.8677954167,174.7480140333 -36.8677752667,174.7481174667 -36.86771455,174.7482906667 -36.8675880833,174.7485583 -36.8674020667,174.7486060667 -36.86736885,174.7492295667 -36.8668541))",5235619,,,Road,Primary,,North Auckland,,,979
"POLYGON ((174.7489684 -36.8671628667,174.7490279833 -36.8672161833,174.7491191833 -36.867298,174.7492103333 -36.8673798333,174.7493014833 -36.8674616833,174.7493926167 -36.8675435333,174.7494837333 -36.8676254,174.7495748667 -36.86770725,174.7496659833 -36.8677891,174.7497570833 -36.8678709667,174.7498481833 -36.8679528333,174.7499392333 -36.8680347,174.7501408833 -36.8682161,174.7499087167 -36.8682796333,174.7495881333 -36.8679916,174.7494969 -36.8679096667,174.7494056667 -36.8678277667,174.74931445 -36.8677458667,174.7492232333 -36.8676639667,174.7491320167 -36.8675820833,174.7490408 -36.8675001833,174.74894955 -36.8674183,174.7488582833 -36.8673364,174.7488173333 -36.8672994833,174.7489684 -36.8671628667))",5219578,,,Road,Primary,,North Auckland,,,3051
"POLYGON ((174.7484095 -36.8679538,174.7483193 -36.8678712167,174.74821955 -36.8677815,174.7483756 -36.8676518167,174.7484861167 -36.8677512,174.7485772833 -36.8678331,174.7486684667 -36.8679149833,174.7487596667 -36.8679968667,174.7488508667 -36.86807875,174.7489420667 -36.8681606333,174.7490332667 -36.8682424833,174.74912445 -36.8683243,174.7493186167 -36.86849865,174.74912635 -36.8685977167,174.74886515 -36.8683629833,174.7487740167 -36.8682811167,174.7486829 -36.8681993,174.7485914 -36.8681178333,174.7484095 -36.8679538))",5211570,,,Road,Primary,,North Auckland,,,2484
"POLYGON ((174.7476385167 -36.8680051833,174.7476391667 -36.86800575,174.7477642833 -36.8681219167,174.7475704833 -36.8682166667,174.74745 -36.86810755,174.7474485667 -36.8681064167,174.7476385167 -36.8680051833))",7423097,,SO 457092,Road,Primary,[Create] Road. New Zealand Gazette 2013 p 2539 Balance Road Parcel.,North Auckland,,,335
"POLYGON ((174.7476385167 -36.8680051833,174.7476377333 -36.8680044667,174.7476303833 -36.8679982,174.7476908333 -36.8679759333,174.7476385167 -36.8680051833))",7397196,Section 21 SO 452750,SO 452750,Road,Primary,"[Create] Road. New Zealand Gazette 2013 p 279 Pursuant to Section 5 of the Land Transport Management Act 2003, Forms part of State Highway 16 and Vests in the Crown.",North Auckland,,3.0000,3
"POLYGON ((174.7473056333 -36.8674783167,174.74730345 -36.8674674667,174.7473172 -36.8674633167,174.74734315 -36.8674538667,174.7473685333 -36.8674432833,174.7473922333 -36.8674302667,174.7474220667 -36.8674051833,174.7474582333 -36.8673112667,174.7474789833 -36.86741835,174.74750435 -36.8675944333,174.747538 -36.8677805833,174.7475991167 -36.8680092333,174.7476303833 -36.8679982,174.7476377333 -36.8680044667,174.74744785 -36.8681057167,174.74741525 -36.8680760167,174.7474253833 -36.8680723333,174.7473046 -36.8674786667,174.7473056333 -36.8674783167))",7423104,Section 1 SO 457092,SO 457092,Road,Primary,"[Create] Road added to State Highway. New Zealand Gazette 2013 p 2539 Pursuant to Section 5 of the Land Transport Management Act 2003, and Vests in the Crown.",North Auckland,,1203.0000,1155
"POLYGON ((174.7462419333 -36.8685114333,174.7459864667 -36.8680154167,174.74601695 -36.8680043833,174.7463942333 -36.8677900333,174.7465800167 -36.8677263333,174.7466651667 -36.8677617667,174.7467324333 -36.8677522167,174.7468116833 -36.8676564833,174.7468322 -36.86764375,174.7469992333 -36.8675869833,174.74700385 -36.8675814333,174.7473046 -36.8674786667,174.7474253833 -36.8680723333,174.74741525 -36.8680760167,174.74744785 -36.8681057167,174.7469759333 -36.8683316333,174.7463782333 -36.8685900667,174.7462529 -36.86850705,174.7462419333 -36.8685114333))",7423105,Section 2 SO 457092,SO 457092,Road,Primary,"[Create] Road. New Zealand Gazette 2013 p 2539 Pursuant to Section 5 of the Land Transport Management Act 2003, Forms part of State Highway 16 and Vests in the Crown.",North Auckland,,8952.0000,8952
"POLYGON ((174.74745 -36.86810755,174.7475704833 -36.8682166667,174.7473294 -36.8683829,174.74698905 -36.8684579667,174.7467971 -36.868578,174.7466249 -36.8687535167,174.7463824833 -36.8685929333,174.7469795833 -36.8683353,174.74717775 -36.86823945,174.7471803167 -36.8682381833,174.74745 -36.86810755))",5235625,,,Road,Primary,,North Auckland,,,1898
"POLYGON ((174.7495888333 -36.8683673333,174.74974875 -36.86832345,174.7499087167 -36.8682796333,174.7499648667 -36.8684556167,174.7498225167 -36.8684944833,174.7496598333 -36.8685391167,174.74965525 -36.8685404,174.7496520167 -36.8685421167,174.74955465 -36.8685923167,174.7495181 -36.8686111833,174.7494785667 -36.8686315833,174.7494021167 -36.8686709833,174.7493186167 -36.86849865,174.7494510667 -36.8684302833,174.7495539167 -36.8683770833,174.7495888333 -36.8683673333))",5208193,,,Road,Primary,,North Auckland,,,1149
"POLYGON ((174.74912635 -36.8685977167,174.7493186167 -36.86849865,174.7494021167 -36.8686709833,174.7492773167 -36.8687353333,174.74912635 -36.8685977167))",5251299,,,Road,Primary,,North Auckland,,,338
"POLYGON ((174.74840135 -36.8686958667,174.74862695 -36.8688988,174.7483852167 -36.8689576667,174.7482941833 -36.8688757,174.74820315 -36.8687937333,174.74811425 -36.8687102667,174.7480235333 -36.8686281167,174.7479301833 -36.8685477667,174.7478392167 -36.8684657667,174.7477517833 -36.8683813,174.7476611 -36.8682990667,174.7476157667 -36.8682578833,174.7475704833 -36.8682166667,174.7477642833 -36.8681219167,174.7478553667 -36.8682039667,174.7479463667 -36.868286,174.7480373667 -36.868368,174.7481283667 -36.86845,174.74821935 -36.8685319833,174.74831035 -36.8686139333,174.74840135 -36.8686958667))",5211577,,,Road,Primary,,North Auckland,,,2279
"POLYGON ((174.7489939833 -36.8686659667,174.74912635 -36.8685977167,174.7492773167 -36.8687353333,174.7491527833 -36.8687996333,174.7490284333 -36.8688639167,174.7487741833 -36.8690361167,174.74862695 -36.8688988,174.7487457667 -36.8688183167,174.7488645 -36.8687378667,174.7488959333 -36.8687165167,174.7489939833 -36.8686659667))",5229980,,,Road,Primary,,North Auckland,,,1125
"POLYGON ((174.74616335 -36.86868255,174.7462604 -36.8686412333,174.7463791333 -36.8685907,174.7463824833 -36.8685929333,174.7462178667 -36.86871855,174.74616335 -36.86868255))",7423098,,SO 457092,Road,Primary,[Create] Road. New Zealand Gazette 2013 p 2539 Balance Road Parcel.,North Auckland,,,67
"POLYGON ((174.74627065 -36.8687536333,174.7461289333 -36.8688051333,174.7460984833 -36.86881595,174.7460623167 -36.8687304167,174.7460604833 -36.8687266,174.74616335 -36.86868255,174.7462178667 -36.86871855,174.74627065 -36.8687536333))",7423115,Section 16 SO 457092,SO 457092,Road,Primary,"[Referenced] Functioning Indirectly of a Road. New Zealand Gazette 2013 p 2540 Remains Vested in the Crown.
[Referenced] Road New Zealand Gazette 2018 ln 3389 Vests in the Crown",North Auckland,627906,147.0000,147
"POLYGON ((174.7463824833 -36.8685929333,174.7466249 -36.8687535167,174.74666115 -36.8687777,174.7467684667 -36.8688457667,174.7468739667 -36.8689156167,174.7467455333 -36.86906755,174.7463343833 -36.86879625,174.7463233 -36.86878845,174.74627065 -36.8687536333,174.7462178667 -36.86871855,174.7463824833 -36.8685929333))",5249699,,,Road,Primary,,North Auckland,,,1185
"POLYGON ((174.7460599667 -36.8687258,174.7459402667 -36.86877355,174.7458414 -36.8688038833,174.7455943333 -36.8688597667,174.7451160667 -36.8689594667,174.7448082167 -36.8690338,174.74525455 -36.8688786833,174.7460254167 -36.8685912,174.74616335 -36.86868255,174.7460604833 -36.8687266,174.7460599667 -36.8687258))",7423114,Section 15 SO 457092,SO 457092,Road,Primary,"[Create] Road. New Zealand Gazette 2013 p 2539 Pursuant to Section 5 of the Land Transport Management Act 2003, Forms part of State Highway 16 and Vests in the Crown.",North Auckland,,1052.0000,1056
"POLYGON ((174.7459864667 -36.8680154167,174.7462419333 -36.8685114333,174.7462529 -36.86850705,174.7463782333 -36.8685900667,174.7462598833 -36.8686404333,174.7462604 -36.8686412333,174.74616335 -36.86868255,174.7460254167 -36.8685912,174.74525455 -36.8688786833,174.7448082167 -36.8690338,174.74480005 -36.8690357833,174.7443873333 -36.86905925,174.7443455333 -36.8689649167,174.7442996333 -36.8688776,174.7442588333 -36.8687930833,174.7442180667 -36.8687085833,174.7441773 -36.8686240833,174.7441478167 -36.86856325,174.7443052 -36.8685094833,174.7445314667 -36.8689782667,174.74458725 -36.8689967667,174.74518755 -36.8687820333,174.7449330333 -36.8682869833,174.7449450833 -36.8682826667,174.7451093333 -36.86826965,174.7453437167 -36.8687261833,174.74601135 -36.8684873667,174.7458025 -36.86808195,174.7458020667 -36.8680811167,174.7459860667 -36.8680145667,174.7459864667 -36.8680154167))",7423112,Section 13 SO 457092,SO 457092,Road,Primary,"[Create] Road added to State Highway. New Zealand Gazette 2013 p 2539 Pursuant to Section 5 of the Land Transport Management Act 2003, and Vests in the Crown.",North Auckland,,4810.0000,4802
"POLYGON ((174.7451093333 -36.86826965,174.7452490333 -36.86827225,174.7458025 -36.86808195,174.74601135 -36.8684873667,174.7453437167 -36.8687261833,174.7451093333 -36.86826965))",7423108,Section 7 SO 457092,SO 457092,Road,Primary,"[Create] Road. New Zealand Gazette 2013 p 2539 Pursuant to Section 5 of the Land Transport Management Act 2003, Forms part of State Highway 16 and Vests in the Crown.",North Auckland,,3229.0000,3230
"POLYGON ((174.7445314667 -36.8689782667,174.7443052 -36.8685094833,174.7449330333 -36.8682869833,174.74518755 -36.8687820333,174.74458725 -36.8689967667,174.7445314667 -36.8689782667))",7423110,Section 9 SO 457092,SO 457092,Road,Primary,"[Create] Road. New Zealand Gazette 2013 p 2539 Pursuant to Section 5 of the Land Transport Management Act 2003, Forms part of State Highway 16 and Vests in the Crown.",North Auckland,,3675.0000,3673
"POLYGON ((174.7377399667 -36.8686869167,174.7378441667 -36.8686931667,174.7379004 -36.868697,174.7379005 -36.8687019,174.7377399667 -36.8686869167))",7396219,Section 11 SO 455004,SO 455004,Road,Primary,"[Create] Road New Zealand Gazette 2012 p 3871 Pursuant to Sec 5 of the Land Transport Management Act 2003, forms part of State Highway 16 and vests in the Crown.",North Auckland,,4.0000,4
"POLYGON ((174.7411236833 -36.8690099667,174.7411269167 -36.8689133,174.7413521333 -36.8689284,174.7413484167 -36.8690309833,174.7411236833 -36.8690099667))",7396218,Section 10 SO 455004,SO 455004,Road,Primary,"[Create] Road New Zealand Gazette 2012 p 3871 Pursuant to Sec 5 of the Land Transport Management Act 2003, forms part of State Highway 16 and vests in the Crown.",North Auckland,,222.0000,222
"POLYGON ((174.7461289333 -36.8688051333,174.74627065 -36.8687536333,174.7463233 -36.86878845,174.7461562167 -36.8689513167,174.7461043 -36.8688292167,174.7460984833 -36.86881595,174.7461289333 -36.8688051333))",7423116,Section 19 SO 457092,SO 457092,Road,Primary,"[Create] Auckland-Kumeu Motorway. New Zealand Gazette 2013 p 2539 Balance Gaz 1971 p 410.
[Referenced] Road New Zealand Gazette 2018 ln 3389 Vests in the Crown",North Auckland,,204.0000,204
"POLYGON ((174.7463343833 -36.86879625,174.74638145 -36.8689173667,174.74620815 -36.8690734167,174.7461562167 -36.8689513167,174.7463233 -36.86878845,174.7463343833 -36.86879625))",5089193,,DP 3312,Road,Primary,"[Create] Auckland-Kumeu Motorway New Zealand Gazette 1970 p 2003
[Referenced] Road New Zealand Gazette 2018 ln 3389 Vests in the Crown",North Auckland,,287.0000,303
"POLYGON ((174.7464305167 -36.8690391333,174.7464427833 -36.86906795,174.7463846667 -36.86908405,174.7464305167 -36.8690391333))",5095743,,DP 3312,Road,Primary,"[Create] Better Utilisation New Zealand Gazette 1971 p 2559
[Referenced] Road New Zealand Gazette 2018 ln 3389 Vests in the Crown",North Auckland,,,9
"POLYGON ((174.74638145 -36.8689173667,174.7464002167 -36.8689625667,174.7464305167 -36.8690391333,174.7463846667 -36.86908405,174.74623095 -36.8691270167,174.74620815 -36.8690734167,174.74638145 -36.8689173667))",5093316,,DP 3312,Road,Primary,"[Create] Auckland-Kumeu Motorway New Zealand Gazette 1970 p 1919
[Referenced] Road New Zealand Gazette 2018 ln 3389 Vests in the Crown",North Auckland,,235.0000,230
"POLYGON ((174.7443877167 -36.8690600833,174.7448002167 -36.8690365833,174.7447305833 -36.8690606167,174.7444117 -36.86910975,174.7443877167 -36.8690600833))",7423099,,SO 457092,Road,Primary,[Create] Road. New Zealand Gazette 2013 p 2539 Balance Road Parcel.,North Auckland,,,125
"POLYGON ((174.7460538 -36.8688783,174.7459026333 -36.8690258667,174.7457972333 -36.8689559833,174.7460063833 -36.8687521,174.7460266667 -36.8687442167,174.7460623167 -36.8687304167,174.7460984833 -36.86881595,174.7461043 -36.8688292167,174.7460538 -36.8688783))",4793253,,"DP 3312, SO 57684",Road,Primary,"[Create] Auckland-Kumeu Motorway GN A527200
[Referenced] Accessway. New Zealand Gazette 1984 p 1689 Vests in Auckland City Council.",North Auckland,,383.0000,382
"POLYGON ((174.7511449667 -36.8640305833,174.75117615 -36.8639981833,174.7512378333 -36.8639221667,174.7514410333 -36.8640867833,174.7513297333 -36.8641803333,174.7511449667 -36.8640305833))",7413570,Section 40 SO 437201,SO 437201,Road,Primary,[Create] Declared road New Zealand Gazette 2013 p 1368 Forms part of State Highway 16 and is vested in the Crown,North Auckland,,350.0000,351
"POLYGON ((174.7501972 -36.8641985,174.75010905 -36.8642828167,174.7499588 -36.8641610667,174.75003665 -36.86406845,174.7501972 -36.8641985))",5229053,,,Road,Primary,,North Auckland,,,239
"POLYGON ((174.7502968 -36.8641187833,174.750391 -36.8640424833,174.7504867167 -36.86396485,174.7505872167 -36.86388335,174.7506959333 -36.8637955833,174.7507753333 -36.8638598333,174.7506678167 -36.8639499833,174.7505697333 -36.8640300167,174.7504721667 -36.8641045667,174.7503757 -36.8641824,174.75027455 -36.86426315,174.7501972 -36.8641985,174.7502888167 -36.8641245167,174.7502968 -36.8641187833))",5240499,,,Road,Primary,,North Auckland,,,639
"POLYGON ((174.75085425 -36.8637951167,174.7510920667 -36.8639877833,174.7511441833 -36.86402995,174.7510737167 -36.8641015,174.7510094333 -36.8640494167,174.7507753333 -36.8638598333,174.75085425 -36.8637951167))",7397218,,SO 452750,Road,Primary,[Create] Road. New Zealand Gazette 2013 p 279 Balance Road Parcel.,North Auckland,,,374
"POLYGON ((174.7507748 -36.8637307667,174.75085425 -36.8637951167,174.7507753333 -36.8638598333,174.7506959333 -36.8637955833,174.7507748 -36.8637307667))",5242988,,,Road,Primary,,North Auckland,,,101
"POLYGON ((174.7513375333 -36.8641867,174.7513297333 -36.8641803333,174.7514410333 -36.8640867833,174.7518156167 -36.8637720833,174.75189485 -36.86383655,174.7514088167 -36.8642447667,174.7513375333 -36.8641867))",7413550,Section 16 SO 437201,SO 437201,Road,Primary,[Create] Road New Zealand Gazette 2013 p 1368 Local road now vested as State Highway in the Crown,North Auckland,,629.0000,630
"POLYGON ((174.7507071833 -36.8636760833,174.7507748 -36.8637307667,174.7506959333 -36.8637955833,174.7504585167 -36.8636033,174.7503201667 -36.8634912333,174.7502146333 -36.86340775,174.7502976833 -36.8633446833,174.7504387 -36.86345885,174.7505271333 -36.86352995,174.7506246333 -36.8636091667,174.7507071833 -36.8636760833))",5239541,,,Road,Primary,,North Auckland,,,610
"POLYGON ((174.7500805333 -36.8633636,174.7502182333 -36.8632801833,174.7502976833 -36.8633446833,174.7502146333 -36.86340775,174.7501828167 -36.8634331333,174.7500805333 -36.8633636))",5251230,,,Road,Primary,,North Auckland,,,160
"POLYGON ((174.7540945333 -36.8626316167,174.75378245 -36.8631654167,174.7537443833 -36.8631517167,174.7532288333 -36.8635520167,174.7529328833 -36.8632651667,174.7529268167 -36.8632687667,174.752842 -36.8633189667,174.7528329833 -36.86332575,174.7532234 -36.86370415,174.7532239333 -36.8637046667,174.7532209333 -36.8637068,174.75253135 -36.8641583667,174.7525579667 -36.8641864333,174.7524580333 -36.8642515,174.75202705 -36.86450735,174.7519801667 -36.8645269333,174.7518976833 -36.8645879833,174.7518826833 -36.8646134333,174.7518082833 -36.8645526,174.7517344333 -36.8644829333,174.7517192 -36.8644977667,174.7516464833 -36.8644385,174.7514088167 -36.8642447667,174.75189485 -36.86383655,174.7518156167 -36.8637720833,174.7514410333 -36.8640867833,174.7512378333 -36.8639221667,174.7513583167 -36.8637737,174.7513975667 -36.8637421667,174.7514911 -36.8636596833,174.7515893 -36.86358805,174.7515416333 -36.86354925,174.7523794333 -36.8627686167,174.7526085667 -36.8624245667,174.75289515 -36.8622455,174.7530634833 -36.8623939,174.7528545167 -36.8625473,174.7529501167 -36.8626255167,174.7532451167 -36.8624091667,174.7541520333 -36.8620009667,174.7544820167 -36.8625154,174.7540945333 -36.8626316167))",7413539,Section 5 SO 437201,SO 437201,Road,Primary,[Create] Declared road New Zealand Gazette 2013 p 1368 Forms part of State Highway 16 vested in the Crown,North Auckland,,33157.0000,33159
"POLYGON ((174.7532367 -36.8637174667,174.7532239333 -36.8637046667,174.7533088333 -36.8636296167,174.7533126167 -36.8636332667,174.7533159833 -36.86363665,174.75334015 -36.86366095,174.7533909333 -36.8637117833,174.7533094 -36.8637904667,174.7532367 -36.8637174667))",7413577,,SO 437201,Road,Primary,[Create] Balance road parcel New Zealand Gazette 2013 p 1368,North Auckland,,,133
