WKT,t50_fid,name_ascii,macronated,name,hway_num,rna_sufi,lane_count,way_count,status,surface
"LINESTRING (174.749452848444 -36.8516692929158,174.749398355658 -36.851805694583,174.749294244532 -36.8520552488644,174.749190250211 -36.8523016889842,174.749170574475 -36.8523417568168,174.749152093346 -36.8523772047876,174.749136327632 -36.8524015830112,174.749119442871 -36.8524256793578,174.749102153035 -36.8524482917384,174.749032013627 -36.8525283207725,174.748984873358 -36.8525758169846,174.748959089452 -36.8526000442816,174.748930708822 -36.8526243106907,174.748902578399 -36.8526432662828,174.748853985502 -36.8526725991566,174.748782470261 -36.8527118091852,174.748705359335 -36.8527484596665,174.747632846892 -36.853304917,174.747426085812 -36.8534126507033,174.747382836882 -36.8534347188683,174.747352455729 -36.8534502207851,174.747156394801 -36.8535519812028,174.746429140789 -36.8539237984924,174.746283856735 -36.8540026386788,174.745898257125 -36.8542118874442,174.745862896245 -36.8542304338858,174.74579925039 -36.8542638155971)",3262425,COLLINGWOOD STREET,N,COLLINGWOOD STREET,,1824710,2,,,sealed
"LINESTRING (174.747897960076 -36.8541304251941,174.747473542975 -36.853582100951,174.747408196112 -36.8534817063343,174.747382836882 -36.8534347188683,174.747357694261 -36.8533881302119,174.747084023003 -36.8530403943937,174.746879438899 -36.8527780670821)",3288567,HEKE STREET,N,HEKE STREET,,1823997,1,,,sealed
"LINESTRING (174.74857381096 -36.854816973462,174.748017749436 -36.8540728698602)",3321059,WINN ROAD,N,WINN ROAD,,1824499,1,,,sealed
"LINESTRING (174.744163145344 -36.8473148258254,174.744000498474 -36.8478344935638,174.743979590886 -36.8479082827573,174.743957448465 -36.8479915992864,174.743838872486 -36.8484078285533,174.74382744978 -36.8484476212143,174.743818583436 -36.8484860495797,174.743828353176 -36.8485175011664,174.743842122113 -36.8485508698238,174.743886683717 -36.8486820776991,174.743893116396 -36.8487010152627,174.743969012064 -36.8489215907071,174.744021018037 -36.8491007896917,174.74402782726 -36.849122277942,174.744044126767 -36.8491737202115,174.744115441956 -36.8493987901757,174.744240630848 -36.8497849450911,174.744258762562 -36.8498408969131,174.744324585036 -36.85004402471,174.74444174614 -36.8504082835748,174.744495824358 -36.8505752268936,174.744534541933 -36.850694750452,174.744595178208 -36.8508919836631,174.74466131687 -36.8510902375003,174.744682412176 -36.8511552078765,174.744750416243 -36.8513646506295,174.744814887032 -36.8515667108975,174.744844796092 -36.8516604499226,174.744886652623 -36.8517925370924,174.744900864276 -36.8518373876684,174.744970715362 -36.8520482443937,174.745031292536 -36.8522427263712,174.745096811089 -36.8524437399154,174.745149879784 -36.8526091644847,174.745234561974 -36.8528698838538,174.745244855247 -36.85290077976,174.745273586586 -36.8529870185308,174.745312471734 -36.8531037361135,174.745359576262 -36.8532477843822,174.745397627448 -36.853355092399,174.745445205532 -36.8534736895495,174.745550882091 -36.8537100135814,174.745725440411 -36.854098193135,174.745778969376 -36.8542183062024,174.74579925039 -36.8542638155971,174.745895033138 -36.8544787397295,174.746083671605 -36.8549010882629,174.74611974435 -36.8549795279001,174.746256928638 -36.8552769348716,174.746272651519 -36.8553113353581,174.74637086073 -36.8555262044563,174.746512433639 -36.8558348422627,174.746536234602 -36.8558867299818,174.746615912903 -36.8560624886717,174.74670162798 -36.8562477948589,174.746736764457 -36.8563171723843,174.746775198049 -36.8563770634355,174.746797871386 -36.8564142351651,174.746826182872 -36.8564545436184,174.746851505803 -36.8564838905592,174.746891406044 -36.8565218275518,174.746948471521 -36.8565617141751,174.746999897931 -36.8565945287863,174.74706723325 -36.8566342643695,174.74726339449 -36.8567387323823,174.747328638994 -36.8567722963932,174.747425581416 -36.8568221656007,174.747671009123 -36.8569533895914,174.747791662297 -36.8570187572407,174.74790678921 -36.8570820040624,174.748042681501 -36.8571548520014,174.748162638777 -36.8572196787789,174.748275331671 -36.8572806824393,174.748595299871 -36.8574527113642,174.748867658412 -36.8575934432246,174.748994625529 -36.8576653208579,174.749228654571 -36.8577997883156,174.74928680283 -36.8578331997013,174.749958909684 -36.8581933611832,174.750122656012 -36.8582850510302,174.750765628782 -36.8586450780777,174.750895608149 -36.8587178574604,174.751766782854 -36.8591720508691,174.75274817858 -36.8597113952975)",100048272,PONSONBY ROAD,N,PONSONBY ROAD,,3072999,2,,,sealed
"LINESTRING (174.74611974435 -36.8549795279001,174.746219768826 -36.8549443973391,174.746329467969 -36.8548909155187,174.746520635445 -36.8547986753675,174.746641900085 -36.8547393943482,174.746957578274 -36.8545850719855,174.747000691424 -36.8545647906325,174.747038689771 -36.8545469144396,174.74734101627 -36.8544002748183,174.747637474742 -36.8542567014876,174.747886599091 -36.854135883201,174.747897960076 -36.8541304251941,174.748017749436 -36.8540728698602,174.748054287534 -36.8540553140731,174.748345621014 -36.8539147960391,174.748540073927 -36.8538204177255,174.748710309065 -36.853737722693,174.748893051311 -36.8536503726767,174.748961298084 -36.8536174714328,174.749010478141 -36.8535943897215,174.749046445807 -36.8535774648589,174.749080558949 -36.8535605672813,174.749114341692 -36.8535454628282,174.749151462311 -36.8535303092353,174.749196329081 -36.8535132533412,174.749277703206 -36.8534867168858,174.749371671866 -36.8534593991832,174.749452447388 -36.8534391312712,174.749531085561 -36.8534227705603,174.749631177776 -36.853403708968,174.749705375508 -36.8533938134465,174.749716607124 -36.8533923155166,174.749849143462 -36.8533797344299,174.749976847517 -36.8533730389405,174.750046439448 -36.8533714183215,174.750163443101 -36.853374939235,174.750253553901 -36.8533816448874,174.750304110066 -36.85338710694,174.750434554282 -36.8534092830805,174.750482674417 -36.8534200583208,174.750526344886 -36.8534298373019,174.750591684176 -36.8534460355257,174.750747963193 -36.853485356514,174.750921573425 -36.8535303834416,174.751075658973 -36.8535703456225,174.751231426082 -36.853607118195,174.751290122579 -36.8536523227933)",100048456,ANGLESEA STREET,N,ANGLESEA STREET,,1824370,2,,,sealed
"LINESTRING (174.74735063791 -36.8561859212452,174.74749005727 -36.8562841584837,174.747570501869 -36.8563306711145,174.747590238272 -36.856342504677,174.747630677542 -36.8563667512536,174.747914558929 -36.8565175885666,174.748068680417 -36.8566065413084,174.748211480004 -36.8566841131084,174.748810503574 -36.8570095119158,174.749068201019 -36.8571633402348,174.749083883767 -36.8571735163402,174.74909290365 -36.8571885045537,174.749090967426 -36.8572067501537,174.749064127019 -36.8572597351404,174.74906301457 -36.8572712112252,174.74906766993 -36.8572848143169,174.749077921161 -36.8572926565643,174.749211327484 -36.857358830119,174.749422387814 -36.8574502526359)",3288560,COLIN SHAW LANE,N,COLIN SHAW LANE,,3062304,1,,,sealed
"LINESTRING (174.758570724224 -36.8593159443261,174.758549419842 -36.8593053632619,174.758527486844 -36.859292216356,174.758503796506 -36.8592759515634,174.758488463255 -36.8592595630937,174.758465385888 -36.8592316231233,174.758446633396 -36.8592004374026,174.758422207213 -36.8591520127019,174.758357028719 -36.8590133066809,174.758065181117 -36.8583922144719,174.757744688752 -36.8577101518665)",3287330,EAST STREET,N,EAST STREET,,3002014,2,,,sealed
"LINESTRING (174.758357028719 -36.8590133066809,174.757527554143 -36.85926556363)",3319132,SOUTH STREET,N,SOUTH STREET,,1823781,2,,,sealed
"LINESTRING (174.76120883903 -36.8601596401171,174.761073656914 -36.8601269094662,174.760971719088 -36.8600975230194,174.760873051759 -36.8600699745323,174.760790060457 -36.8600476188641,174.760684346007 -36.8600199393917,174.760560147641 -36.8599934999254,174.760434359848 -36.8599698385779,174.760301769734 -36.8599448975167,174.760182122314 -36.8599301924319,174.760107372463 -36.8599223114673,174.759997237845 -36.859915953245,174.759908959985 -36.8599142646568,174.759718172624 -36.8599135947631,174.759599604432 -36.8599188459893,174.759426024607 -36.859936895911,174.759276807991 -36.8599605761125,174.759093747525 -36.8599987387967,174.758906520398 -36.8600449532917,174.758695812915 -36.8600970060028,174.758540613593 -36.8601307616254,174.758437137005 -36.8601437778668,174.758331602258 -36.860148334713,174.75824090679 -36.8601496767294,174.758205167263 -36.8601493201077,174.758199322701 -36.8601492617876,174.758099815536 -36.8601482698007,174.757874483555 -36.8601316296713,174.757764741231 -36.860115276682,174.757614244136 -36.8600830489384,174.7575329278 -36.8600597846929,174.757387461549 -36.8600030143573,174.757292032901 -36.8599604842103,174.75722041604 -36.8599265900661,174.757204542367 -36.8599175526746,174.757154456266 -36.8598890365912,174.757138053272 -36.8598796976483,174.75711527048 -36.8598667263997,174.75703893954 -36.8598169228175,174.756945966938 -36.8597458934165,174.756873664657 -36.8596820494048,174.756787205636 -36.8595969428173,174.756732918555 -36.8595328314716,174.75668171361 -36.8594676758455,174.756632099233 -36.8593905133074,174.756586189322 -36.8593122972955,174.75650245726 -36.8591169662131,174.756390109312 -36.8588550881262,174.756322066352 -36.8586934362828,174.756163453914 -36.8582891794045,174.756132974915 -36.8582020948492,174.7561329432 -36.8582020042339,174.756131404436 -36.8581976077421,174.756101054651 -36.8581108935098,174.75606205035 -36.8579877504352,174.756038694686 -36.8578905917076,174.756033580123 -36.8578641344024,174.756019839389 -36.8577930491958,174.756016822655 -36.8577364127074,174.756019891068 -36.8576646365408,174.756023927571 -36.8576137446487,174.75603064866 -36.8575629708198,174.756056646656 -36.8574347110348,174.756080979838 -36.8573335955093,174.756113327387 -36.8572169521484,174.756144623615 -36.8571327925598,174.756176774502 -36.8570514766938,174.756184705805 -36.8570314173588,174.756204884646 -36.8569803822993,174.756248013707 -36.8569032630713,174.756312624058 -36.8567839786988,174.756494731039 -36.856463095174,174.756589582809 -36.8562921357012,174.756684572745 -36.8560879829843,174.756742307778 -36.855971709557,174.756787645348 -36.8558573526688,174.756823859129 -36.8557633640412,174.756863807802 -36.8556230748773,174.756882241689 -36.85553801913,174.756894014172 -36.8554761849699,174.756900315227 -36.8554286026473)",6635472,AUCKLAND-HAMILTON MOTORWAY,N,AUCKLAND-HAMILTON MOTORWAY,1,3017109,1,,,sealed
"LINESTRING (174.758979968727 -36.85716162573,174.758918423539 -36.8567720598592,174.758840532977 -36.8562790244401,174.75879561993 -36.8559974195936,174.758758974999 -36.8557676503599,174.758681236127 -36.8551465413112,174.758641186247 -36.8548265436942,174.758625574263 -36.8546870933234,174.758613008792 -36.8545451038407,174.758601444428 -36.8544467498694,174.758590593199 -36.8543795637641,174.758570662094 -36.8543224899139,174.758549379203 -36.8542741655894,174.758525165306 -36.8542333675995,174.758491614432 -36.854191461211,174.758434421092 -36.8541336903647,174.758342487082 -36.8540525659198)",3262399,PITT STREET,N,PITT STREET,,1831561,2,,,sealed
"LINESTRING (174.762454939763 -36.8603765079342,174.762451782408 -36.8603748281998,174.762244218188 -36.8602644022911,174.762023821003 -36.8601702466038,174.761756464903 -36.860061798415,174.761472671997 -36.8599685815852,174.761123377598 -36.8598658430488,174.760797631724 -36.8597859207121,174.76055063882 -36.8597349857551,174.760550075734 -36.8597349081361,174.760154851631 -36.8596804274684,174.759980144476 -36.8596604500628,174.759833838886 -36.8596487019765,174.759715294587 -36.8596393259485,174.759621667839 -36.859634219139,174.759318434047 -36.859625721607,174.758790695331 -36.8596186914698,174.75857291362 -36.8596112463733,174.758452701928 -36.859604676208,174.75826757674 -36.8595865431677,174.758103685607 -36.8595629940663,174.75792751612 -36.8595326689052,174.75783176633 -36.8595104295919,174.757733249451 -36.8594841777866,174.757572173001 -36.8594276728204,174.757419284427 -36.8593613931393,174.757319700638 -36.8593145980006,174.757172484446 -36.8592337531084,174.757026006544 -36.8591326249739,174.756947797784 -36.8590748938176,174.756842593422 -36.8589924619898,174.75676649954 -36.8589221500218,174.75669724259 -36.8588426342511,174.756633361535 -36.8587634418676,174.75658533503 -36.8586945671211,174.756529850358 -36.8586080425055,174.756448718541 -36.8584750558819,174.756368412386 -36.8583256453092,174.75631036446 -36.8582039014669,174.756288800284 -36.8581544506329,174.756288747307 -36.8581543291454,174.756286438516 -36.8581490345917,174.756269791956 -36.8581108604197,174.756234553254 -36.8580409095927,174.756202276784 -36.8579429192066,174.75618881008 -36.8578794039726,174.756184089184 -36.8577781103116,174.756186057438 -36.8577066433392,174.756190899528 -36.8576032776644,174.756199014092 -36.8574853826183,174.756212505329 -36.8573925078572,174.756236563971 -36.8572910213997,174.756261073565 -36.8572025265658,174.756291240487 -36.8571205883203,174.756351365492 -36.8569864078965,174.756357805356 -36.8569733326332,174.756409537432 -36.8568682975442,174.756458813963 -36.8567642750714,174.756794352835 -36.8561701364757,174.756870595859 -36.8560324519293,174.75691434184 -36.8559355433266,174.756951229454 -36.855843213991,174.756988867965 -36.8557228894845,174.757027463435 -36.8555835225224,174.757045036033 -36.8554993132303,174.757053997988 -36.8554040383491,174.757062753841 -36.8552998116509,174.757062096868 -36.8552102754421,174.757056387649 -36.8551200333691,174.757049443912 -36.8550102611764,174.757046816139 -36.8549687272923,174.757037856084 -36.8548815527866,174.756991549871 -36.8546841172888,174.756953347345 -36.8545742682411,174.756931909604 -36.8545126231246,174.756879067224 -36.8543947558037,174.756710262484 -36.8541692365578,174.756669205269 -36.8541158955022,174.756289704135 -36.8536228477104,174.755716469145 -36.852947471526,174.755531244406 -36.8527292394983,174.754819377693 -36.8518603570971,174.75440971252 -36.851264446662)",3236566,AUCKLAND-HAMILTON MOTORWAY,N,AUCKLAND-HAMILTON MOTORWAY,1,3017109,1,,,sealed
"LINESTRING (174.757229362802 -36.8564096662666,174.757827978958 -36.8567001276776,174.757998492659 -36.8567828634112,174.758110913933 -36.8568323424905,174.758400384202 -36.856959742272,174.758652063357 -36.8570752386429,174.758732344758 -36.8571102421723,174.758788399976 -36.857128572408,174.758852384325 -36.8571460767992,174.75889758564 -36.8571532133971,174.758979968727 -36.85716162573)",3320985,BERESFORD SQUARE,N,BERESFORD SQUARE,,1835688,2,,,sealed
"LINESTRING (174.757396002633 -36.8553540932714,174.757428651853 -36.8553016829177,174.757534461381 -36.8550832850976,174.757579349789 -36.8550028188161,174.757627667061 -36.8549263263081,174.757675180724 -36.8548511859669,174.757739118442 -36.8547644033609,174.757802856987 -36.8546667768815,174.75785734122 -36.8545911980587,174.757906764593 -36.85452036755,174.757960169881 -36.8544541515891,174.758010617469 -36.8543968503975,174.758342487082 -36.8540525659198)",6635864,STATE HIGHWAY 1,N,STATE HIGHWAY 1,16,3027695,1,,,sealed
"LINESTRING (174.758681236127 -36.8551465413112,174.758843731853 -36.8549961265113,174.758872939503 -36.8549650295574,174.758899385068 -36.8549372327419,174.758926843533 -36.8549018550398,174.758956447078 -36.8548579873608,174.760302225193 -36.8527803545874,174.76088259749 -36.8519800410081)",3262407,VINCENT STREET,N,VINCENT STREET,,1824183,2,,,sealed
"LINESTRING (174.756308799746 -36.8554228789792,174.75631359923 -36.8554128175467,174.756345655788 -36.8553296705837,174.756371561252 -36.8552584798326,174.756392641044 -36.8552005524875,174.756409107609 -36.8551344919848,174.756430500208 -36.8550421684742)",6636128,AUCKLAND-HAMILTON MOTORWAY,N,AUCKLAND-HAMILTON MOTORWAY,1,3017109,1,,,sealed
"LINESTRING (174.756117388886 -36.8555443942306,174.756187849274 -36.8554586057761,174.756242898716 -36.8553934668164,174.756295019083 -36.8553390917204,174.756328942103 -36.8553031431527,174.756371561252 -36.8552584798326,174.75656612523 -36.8550545860162,174.756641245554 -36.8549723977913,174.756709726925 -36.8548915848689,174.756782900335 -36.8547997674241)",6636100,STATE HIGHWAY 1,N,STATE HIGHWAY 1,1,3027695,1,,,sealed
"LINESTRING (174.757737663959 -36.8559763876518,174.757676057666 -36.8559001230496,174.757664019157 -36.8558819551398,174.757656453629 -36.8558597181965,174.757653191169 -36.8558362287322,174.757651731998 -36.8558137545499,174.757666280415 -36.8551284487392)",6082391,ST JAMES STREET,N,ST JAMES STREET,,1823774,1,,,sealed
"LINESTRING (174.757408803809 -36.853766345848,174.75722632495 -36.8541525603753)",6636105,STATE HIGHWAY 1,N,STATE HIGHWAY 1,1,3027695,1,,,sealed
