WKT,t50_fid,name_ascii,macronated,name,hway_num,rna_sufi,lane_count,way_count,status,surface
"LINESTRING (174.746138967628 -36.8484877597952,174.746891385492 -36.8488082375569,174.747236674312 -36.8489596056802,174.747410466603 -36.8490369665619,174.747504591926 -36.8490852611827,174.747561524744 -36.849151577066,174.747600865871 -36.8491982183217,174.747632989941 -36.8492406725786,174.747648010357 -36.8492747930183,174.74765670388 -36.8493047133819,174.747679181415 -36.8494317323579,174.747768026903 -36.8499459647207,174.747770886855 -36.8499643858518,174.74786290512 -36.8505571084863)",3262426,GEORGINA STREET,N,GEORGINA STREET,,1824109,2,,,sealed
"LINESTRING (174.747770886855 -36.8499643858518,174.747502394732 -36.8499889264074,174.74695600763 -36.8500370559996,174.746192583784 -36.8501016500844)",3288572,ELIZABETH STREET,N,ELIZABETH STREET,,1824807,2,,,sealed
"LINESTRING (174.748655166698 -36.8503123669709,174.74786290512 -36.8505571084863,174.747333354134 -36.8507246938135,174.746512770897 -36.8509827302826)",3288569,RYLE STREET,N,RYLE STREET,,1824787,2,,,sealed
"LINESTRING (174.74873879569 -36.8508519976441,174.748683964272 -36.8508776248709,174.748587782018 -36.8509281680317,174.7481917923 -36.8511309796677,174.747663881964 -36.8514048904662,174.747621587818 -36.8514241135395,174.747578138883 -36.8514447849184,174.747510463282 -36.8514701056502,174.747416321252 -36.8514963833612,174.747153975957 -36.8515668150131,174.746835906404 -36.8516511176134,174.746753636297 -36.8516725882725)",3288568,GUNSON STREET,N,GUNSON STREET,,1831580,2,,,sealed
"LINESTRING (174.753025991257 -36.8449760719224,174.752650180448 -36.8447830317089,174.752381505467 -36.8446187761013,174.752168703615 -36.8444801389601,174.752045374584 -36.844407019144,174.751959259542 -36.8443562646676,174.751846112531 -36.8442909516351,174.751713360121 -36.8442174737261,174.751455299521 -36.8440775608384,174.751146112859 -36.8438954812414,174.751018071223 -36.8438175227333,174.750984473977 -36.8437970669064,174.750918613236 -36.8437566993026,174.750779331249 -36.8436713298172,174.750649934937 -36.8436030038261,174.750488654143 -36.843520190355,174.750318253368 -36.8434277556887,174.75009558461 -36.843313981299,174.749941836037 -36.8432421111806,174.749752262191 -36.8431603631467,174.749614942468 -36.8431053772279)",6082232,STATE HIGHWAY 1,N,STATE HIGHWAY 1,1,3027695,1,,,sealed
"LINESTRING (174.749673431353 -36.8434695707603,174.750130261099 -36.8436544974681,174.750419805128 -36.8438139070892,174.750719737857 -36.8439702733765,174.750773566518 -36.8440022282253,174.750856426826 -36.8440514173212,174.750953154392 -36.8441088384038,174.751242007945 -36.8442791085071,174.751512412188 -36.8444400306101,174.751802100083 -36.8446217395348,174.75190560122 -36.8446866350534,174.751986071417 -36.8447413341478,174.752053218877 -36.8447866095148,174.752160243182 -36.8448560335116,174.752296475974 -36.8449566333922,174.752362039568 -36.8450074292474,174.75242443863 -36.8450623602373,174.752466343297 -36.8451033620307,174.752523130961 -36.8451722591582,174.752576425172 -36.8452496975608,174.752625354812 -36.845339557441,174.752662266251 -36.8454276501688,174.752681432578 -36.8454722470419,174.752698422425 -36.845543803726)",6635856,,N,,,0,1,,,sealed
"LINESTRING (174.751974394201 -36.8450236351515,174.751914398514 -36.8450083007256,174.751827440229 -36.844983282964,174.751817143695 -36.844980320662,174.751725703086 -36.8449504908833,174.75164857656 -36.8449176901368,174.751634793331 -36.844911828119,174.751574869018 -36.8448838862257,174.75154776643 -36.8448693900014,174.751488175225 -36.8448375141816,174.751415383135 -36.8447909372068,174.751294743413 -36.8447003575433,174.751127082376 -36.8445698793168,174.751054754567 -36.8445115299862,174.750896128452 -36.8443920959105,174.750711414502 -36.844261244439,174.750696007357 -36.8442503299747,174.750647530337 -36.8442155755441,174.750576208671 -36.8441644430998,174.750342852966 -36.8440096359521,174.75015554769 -36.8438841524522,174.749992923961 -36.8437818358014,174.749625427578 -36.8435654690172)",3288596,STATE HIGHWAY 1,N,STATE HIGHWAY 1,1,3027695,1,,,sealed
"LINESTRING (174.749617703518 -36.8432265344958,174.749965485078 -36.8433938392379,174.750844928485 -36.8438814299296,174.750891349137 -36.843907166618)",3308490,STATE HIGHWAY 1,N,STATE HIGHWAY 1,1,3027695,4,,,sealed
"LINESTRING (174.749673431353 -36.8434695707603,174.749636103122 -36.8434483834407,174.749622584406 -36.8434407102784)",7643776,AUCKLAND-HAMILTON MOTORWAY,N,AUCKLAND-HAMILTON MOTORWAY,1,3017109,3,,,sealed
"LINESTRING (174.750891349137 -36.843907166618,174.750937299562 -36.8439343971011,174.751189176377 -36.8440836600624,174.751560801779 -36.8443034519746,174.751744820014 -36.8444124230108,174.751801536939 -36.8444468666482,174.751813547192 -36.8444541599821,174.751839560149 -36.8444699575305,174.752041908962 -36.8446047969615,174.752159128181 -36.8446886130046,174.75223614519 -36.8447468834996,174.752340460589 -36.8448290039883)",3320994,STATE HIGHWAY 1,N,STATE HIGHWAY 1,1,3027695,4,,,sealed
"LINESTRING (174.752452562019 -36.8506444964644,174.752189349499 -36.8505390893722,174.751594613584 -36.8503130280928,174.751347298098 -36.8502219775919,174.751252954624 -36.8501872437333,174.750960707875 -36.850073654766,174.750929584275 -36.8500578972038,174.750812686836 -36.8499818134151)",3320988,NAPIER STREET,N,NAPIER STREET,,1823953,2,,,sealed
"LINESTRING (174.751974394201 -36.8450236351515,174.752099999576 -36.8450515441457,174.752136131186 -36.8450581221931,174.752183728218 -36.8450667881647,174.752260755135 -36.8450808122637,174.752351150814 -36.8450935413536,174.752413401175 -36.8450996548808,174.752466343297 -36.8451033620307,174.752537821659 -36.8451083659638,174.752630150319 -36.8451127703381,174.752695457806 -36.845115884919,174.752939701155 -36.8451265428668)",3321096,,N,,,0,1,,,sealed
"LINESTRING (174.751473796983 -36.8463410802094,174.751757790628 -36.8464615607034)",3321095,BRICKFIELD WAY,N,BRICKFIELD WAY,,1836087,1,,,sealed
"LINESTRING (174.751961035543 -36.8491173879548,174.752460250817 -36.8495232533392,174.752481070252 -36.8495350532127,174.752508678593 -36.849542146187,174.752538381476 -36.849544796176,174.752569269581 -36.8495437511854)",3321073,WILKINS STREET,N,WILKINS STREET,,1831535,2,,,sealed
"LINESTRING (174.745277312836 -36.8428542499615,174.745267505514 -36.8428673112029,174.745255866156 -36.8428782198861,174.745244505144 -36.8428861293003,174.745227443372 -36.8428941179193,174.744582101541 -36.8431469197529)",3321091,SWIFT AVENUE,N,SWIFT AVENUE,,1823789,2,,,sealed
"LINESTRING (174.744111864401 -36.8452203526052,174.744175949271 -36.8452461226691,174.744274000684 -36.8452780704696,174.744627355183 -36.8453935563268,174.745116490449 -36.8455500561272)",3321044,YARBOROUGH STREET,N,YARBOROUGH STREET,,1831475,2,,,sealed
"LINESTRING (174.745440842135 -36.8449294938087,174.745235675854 -36.8453107782375,174.745116490449 -36.8455500561272,174.745100507595 -36.8455779549886,174.745087306931 -36.8455977044688,174.745065316363 -36.8456223520462,174.744895669646 -36.8457564857015,174.744695997389 -36.8459168537843,174.744592604561 -36.8459998940063,174.744180891934 -36.8463197792145,174.743815715942 -36.8465984384599,174.743575945281 -36.8467808180939,174.74344230314 -36.8468784766182)",3262416,DEDWOOD TERRACE,N,DEDWOOD TERRACE,,1823883,2,,,sealed
"LINESTRING (174.744695997389 -36.8459168537843,174.745136022069 -36.8462131893402,174.74535215822 -36.8463605972421)",3321089,CAROLINE STREET,N,CAROLINE STREET,,1824254,2,,,sealed
"LINESTRING (174.746184763793 -36.8445278171001,174.746162151506 -36.8445345687345,174.746127488667 -36.8445434253982,174.746095338676 -36.8445486667817,174.746073483073 -36.8445498829203,174.746050461097 -36.8445487303227,174.746024776014 -36.8445446360876,174.745992287151 -36.8445349777313,174.745362787076 -36.8443368482588,174.744705686016 -36.8441406727188,174.74421139948 -36.8439862368564)",3320992,VINE STREET,N,VINE STREET,,1824180,2,,,sealed
"LINESTRING (174.746000376383 -36.8426044262856,174.745850952755 -36.8428018803498,174.745832293128 -36.842826537808,174.745798630079 -36.8428728207882,174.745775257059 -36.8429214565542,174.745764008009 -36.8429552483905,174.745757523435 -36.8429832457781,174.745754185737 -36.8430126282822,174.745754415582 -36.8430423162183,174.745759621339 -36.8430755076132,174.7457900016 -36.843178443292,174.745876781724 -36.843471574983,174.745942860588 -36.8436954293348,174.745963101213 -36.8437639976864,174.746052367245 -36.8440685398078,174.746113081619 -36.844291534542,174.746137288795 -36.8443713267499,174.746184763793 -36.8445278171001,174.746277790272 -36.8448344516566,174.746312128268 -36.8449512268879,174.746342667947 -36.8450501562489,174.746395826109 -36.8452199452908,174.746404561008 -36.8452503978641,174.746403102527 -36.8452723112323,174.746400522502 -36.8452893413544,174.74639648637 -36.8453075853564,174.746379956484 -36.8453635730138,174.746330005683 -36.8454993478377,174.746303021408 -36.8455686055146,174.746288834235 -36.8455971343265,174.746273452416 -36.8456221023397,174.746259048289 -36.8456410944708,174.746242384867 -36.8456586298689,174.746153574015 -36.8457329691781,174.746021330654 -36.8458383543904,174.745906681105 -36.8459277227317,174.745559207869 -36.8461985729996,174.745387199332 -36.8463332179515,174.74535215822 -36.8463605972421,174.74525510964 -36.8464364260171,174.745229178054 -36.8464566878536,174.74510378356 -36.8465534447352,174.744519557714 -36.847007496997,174.744280786482 -36.8472019558505,174.744163145344 -36.8473148258253)",3236576,ST MARYS ROAD,N,ST MARYS ROAD,,1831397,2,,,sealed
"LINESTRING (174.743031431168 -36.8352349279135,174.743071988557 -36.8352180727923,174.743112677724 -36.8352047517196,174.743149615474 -36.8351954578986,174.743187716425 -36.8351884535605,174.743225738224 -36.8351839398988,174.743272138151 -36.8351837028324,174.743555000444 -36.8352128460542,174.744217424598 -36.8352812298073,174.744996476217 -36.8353574375401,174.745236608724 -36.8353819329736,174.745331706942 -36.8353888839676,174.745429715915 -36.8353934062692,174.745567172656 -36.8354039082785,174.745842498059 -36.8354328169103,174.745877180115 -36.8354374622944,174.745898638064 -36.8354444182856,174.745921594474 -36.8354569631609,174.74593974094 -36.8354727892926,174.74595548863 -36.8354963977549,174.745958478422 -36.8355160906809,174.745957517392 -36.8355369521045,174.745951336474 -36.8355601787311,174.74593626258 -36.8355873676249,174.745917592198 -36.8356077843299)",8464035,WESTHAVEN DRIVE,N,WESTHAVEN DRIVE,,1824391,2,,,sealed
"LINESTRING (174.736278043438 -36.8573245341377,174.736290886883 -36.8573188924659,174.736335698193 -36.8572991588819,174.73637770552 -36.8572866211499,174.736419833091 -36.857279447368,174.736461974132 -36.857272869165,174.736536850369 -36.8572668680578)",3261531,TUTANEKAI STREET,N,TUTANEKAI STREET,,1824148,2,,,sealed
"LINESTRING (174.736644882106 -36.8632032666045,174.736661946224 -36.8631192775944,174.736670409369 -36.8630604879504,174.736672125257 -36.8630182510033,174.736669891133 -36.8629589020333,174.736656911186 -36.8628968474385,174.736622083513 -36.8628136492776,174.736311409363 -36.8622420926252,174.736278061248 -36.8621747553354)",3261527,SELBOURNE STREET,N,SELBOURNE STREET,,1824456,2,,,sealed
"LINESTRING (174.740331205123 -36.8601535678191,174.740319035312 -36.8601403917032,174.740308590954 -36.8601248044512,174.740302181051 -36.8601039122744,174.74028630395 -36.8599796571146,174.74023120906 -36.8596048548015)",3319093,WALLINGFORD STREET,N,WALLINGFORD STREET,,1824831,1,,,sealed
"LINESTRING (174.739242729696 -36.8640930277517,174.738853505787 -36.863688898317,174.738418333468 -36.8632406004922,174.738144082432 -36.8629584340829,174.738110130139 -36.8629213247442,174.738069369722 -36.8628767743134,174.737910314503 -36.862714190357,174.737705568073 -36.8625015258533,174.737665464907 -36.862460616118,174.737635633148 -36.8624276646807,174.737612435737 -36.8623993861467,174.737584243246 -36.8623602103605,174.737556429143 -36.862311490082,174.737537192068 -36.862274568294,174.737517285106 -36.8622343177096,174.737415898775 -36.8620297514113,174.737282826695 -36.861755443274,174.737248407509 -36.8616844940232,174.737132705418 -36.8614505653569,174.737063590335 -36.8613080101016,174.737013172801 -36.8612047686378,174.736995706186 -36.8611673440566,174.736981906666 -36.8611346348945,174.736974785633 -36.8611085061865,174.73696844193 -36.861064241831,174.736959788607 -36.8609966393095,174.736932404413 -36.8607571262699,174.736898867574 -36.8604643334875,174.736872866448 -36.8602247515215,174.736731169969 -36.8590026002228,174.736666318292 -36.8585207170158,174.736561460673 -36.8575330260539,174.73655675407 -36.8574821191276,174.736536850369 -36.8572668680578,174.736505920879 -36.8569672037551,174.736466068545 -36.8566224645281,174.736448859566 -36.8564861239741)",3218071,DRYDEN STREET,N,DRYDEN STREET,,1824345,2,,,sealed
"LINESTRING (174.73627804164 -36.8564986409793,174.736448859565 -36.8564861239741,174.736547515327 -36.8564788947705,174.73709052069 -36.8564359013887,174.73757228254 -36.8563994515942,174.738152580288 -36.8563538349748,174.738624512422 -36.8563175986098,174.73869264527 -36.8563122383283,174.738780928431 -36.8563052933395,174.739100942963 -36.856283439747,174.739184442333 -36.8562750637255,174.739234153179 -36.8562686126154,174.739285594828 -36.8562599891427,174.739361763327 -36.8562424192916,174.739423643 -36.8562229115368,174.739476221018 -36.8562051920774)",3262395,COCKBURN STREET,N,COCKBURN STREET,,1824736,2,,,sealed
"LINESTRING (174.766888396194 -36.8603908043772,174.766937743573 -36.8604286219391,174.766970482677 -36.8604545363452,174.767008191973 -36.8604792294235,174.767045717415 -36.8604958897514,174.76711266244 -36.8605184255681,174.767365633176 -36.8605858315172,174.767928239964 -36.8607149972616,174.767947994479 -36.8607195327422,174.767992494566 -36.8607297489497,174.768556142524 -36.8608579588033,174.768849639668 -36.8609248854644,174.768979064003 -36.8609543985117,174.769456623437 -36.8610660940271,174.769619565534 -36.8611068201926,174.769867599994 -36.8611688141075,174.769933242666 -36.8611929405555,174.769998147242 -36.8612226563693,174.770057155667 -36.8612601304014,174.770101447501 -36.8612992180084,174.770130173718 -36.8613310761657,174.770156665566 -36.8613604573627,174.770189198419 -36.8614164562343,174.770260837774 -36.8615876291866,174.770333441866 -36.861762970844,174.770426289649 -36.8619882191993,174.77047181404 -36.8620924544346,174.770524327164 -36.8622126925004,174.770619201507 -36.8624504616697,174.770624604505 -36.8624635686958,174.77068112789 -36.862600652495,174.770695502012 -36.8626355113203,174.770734512178 -36.862746502625,174.770764430968 -36.8628273641054,174.770786344675 -36.8628865901364,174.77084942358 -36.8630627710038,174.770949619069 -36.8633429975847,174.771037138839 -36.8636004017309,174.771116254583 -36.8638321292491,174.771135021672 -36.8638932146731,174.771149756008 -36.8639299536692,174.771159155095 -36.8639611928839,174.771158948131 -36.8639897865333,174.771154418684 -36.8640191413504,174.771143335377 -36.8640653308752,174.771132454155 -36.8640913642838,174.771097308019 -36.8641754497588,174.771063559757 -36.8642561929429,174.770893748784 -36.8647949681964,174.770804430239 -36.8650856894852,174.770768100399 -36.8652064832874,174.770718968373 -36.8653698427422,174.770687793269 -36.8654734967416,174.770623155261 -36.8656884105804,174.770516744402 -36.8660335750728)",3265938,PARK ROAD,N,PARK ROAD,,3021381,2,,,sealed
"LINESTRING (174.768849639668 -36.8609248854644,174.768512748318 -36.8619338278309,174.768373094971 -36.8623520624326,174.768365022225 -36.8623762386002,174.768011719353 -36.8634342883115)",3287720,PARK AVENUE,N,PARK AVENUE,,1825027,2,,,sealed
"LINESTRING (174.769916962763 -36.8686970924581,174.769719669993 -36.8686282340795,174.769559138253 -36.8685722055594,174.769338346191 -36.8684658614478,174.769228187352 -36.8683977325589,174.769163867317 -36.8683526146094,174.769103552785 -36.8683096605945,174.769050925478 -36.8682742183456,174.768914459269 -36.8681875932265,174.768797667476 -36.8681137039544,174.76869982304 -36.8680554204677,174.768580139448 -36.86797617138,174.768559519573 -36.8679612879896,174.76849085395 -36.8679117222294,174.768395667599 -36.8678357281169,174.768309811115 -36.8677692547531,174.768217535571 -36.8676855927218,174.76813478537 -36.8676045541857,174.768058965259 -36.8675254855531,174.768000746117 -36.8674634400032,174.767902530028 -36.8673459900767,174.767835103514 -36.867257810025,174.767769223312 -36.8671620014033,174.767707643915 -36.8670661296586,174.767645889475 -36.8669626549594,174.767597272242 -36.8668731394658,174.767546704012 -36.866753961866,174.767457130914 -36.8665142691486,174.76738153332 -36.8663151217519,174.767339127946 -36.8661917575742,174.76729398857 -36.8660604409403)",3287704,STATE HIGHWAY 1,N,STATE HIGHWAY 1,1,3027695,1,,,sealed
"LINESTRING (174.769964114277 -36.8706536138595,174.769908288598 -36.8708170675603)",3319719,ROCKWOOD PLACE,N,ROCKWOOD PLACE,,1831542,2,,,sealed
"LINESTRING (174.770463517545 -36.8691071179066,174.770355276781 -36.8690258415878,174.770214503892 -36.8689202359314,174.770064380598 -36.8688058136714,174.769916962763 -36.8686970924581,174.769736285847 -36.8685730608906,174.769611154117 -36.8684871597237,174.76948727767 -36.8683953101731,174.769345702194 -36.8682920120194,174.769196894715 -36.8681849176656,174.769088188289 -36.8681063907667,174.769020742402 -36.8680571027988,174.768956477027 -36.8680093754334,174.768915449778 -36.8679778362845,174.768854686845 -36.8679332718044,174.768763270244 -36.8678633960612)",3287718,AUCKLAND-HAMILTON MOTORWAY,N,AUCKLAND-HAMILTON MOTORWAY,1,3017109,4,,,sealed
"LINESTRING (174.772596711836 -36.8664795850269,174.772563437131 -36.8665841421863,174.772507367569 -36.8668365745358,174.772500158504 -36.8668887444531,174.772494319154 -36.866927370212,174.772487560667 -36.866962629652,174.772476673869 -36.8670013316067,174.772465771424 -36.8670393568863,174.772453140011 -36.8670753799386,174.772419823528 -36.8671630970166,174.772388797013 -36.8672406380342,174.772340231063 -36.8673673672922,174.772318956736 -36.8674228809452,174.772287477146 -36.8675085930428,174.77224492153 -36.8676222064104,174.772231197106 -36.8676656502592,174.772206903241 -36.8677420236188,174.771963603995 -36.8685255593578,174.771612525871 -36.8696561613455,174.771602986665 -36.8696819404235,174.771592091205 -36.869706021767,174.771582544491 -36.8697241909329,174.771569351848 -36.8697451788727,174.771544922683 -36.8697760174554,174.771517307988 -36.8698062464512,174.771468577544 -36.869854043188,174.771443577384 -36.8698785642987,174.771223470743 -36.8700944513322,174.771056023159 -36.8702586867606,174.77102535984 -36.8702955138361,174.771000490188 -36.8703326538403,174.770973476584 -36.8703831025489,174.770953476753 -36.8704322407159,174.770935438504 -36.8704835435061,174.770824380201 -36.8708170320829)",3236342,MAUNGAWHAU ROAD,N,MAUNGAWHAU ROAD,,1818884,2,,,sealed
"LINESTRING (174.771223470743 -36.8700944513322,174.771594495269 -36.8703692241658,174.771679903947 -36.8704367004234,174.771747259982 -36.8704925679465,174.771797857899 -36.8705379431523,174.771888134321 -36.8706326473781,174.771930986581 -36.8706831927549,174.77196424351 -36.8707269309785,174.771990315394 -36.8707634015789,174.77201014645 -36.8707990467834,174.772016393216 -36.8708169753418)",3287717,ALMORAH ROAD,N,ALMORAH ROAD,,0,2,,,sealed
"LINESTRING (174.772261948711 -36.8708169621671,174.772242140129 -36.8707945572442,174.771938239878 -36.870463828911,174.771751288863 -36.8702722480898,174.771690759454 -36.8702039970991,174.771653149465 -36.8701581397504,174.771612918618 -36.8701009537555,174.77156841277 -36.8700379024662,174.771443577384 -36.8698785642987,174.771805446368 -36.8700688911525,174.771900131684 -36.8701133628021,174.771992662117 -36.8701633728038,174.772085382303 -36.8702216388881,174.772130062935 -36.8702513981459,174.772194130348 -36.8702954392992,174.772225144928 -36.8703184039796,174.772263037228 -36.8703464612226,174.772322403712 -36.8703924201727,174.772410816808 -36.8704672033174,174.772558662714 -36.8706004061686,174.77265132899 -36.8706856154779,174.772785424172 -36.8708169323867)",3319731,STATE HIGHWAY 1,N,STATE HIGHWAY 1,1,3027695,1,,,sealed
"LINESTRING (174.772225144928 -36.8703184039796,174.772244443699 -36.8702474630805,174.772671764857 -36.8686766291519)",3319732,ALMORAH PLACE,N,ALMORAH PLACE,,1824371,2,,,sealed
"LINESTRING (174.77512074043 -36.8691294892959,174.774966877764 -36.8691242626214,174.77492629683 -36.8691219349798,174.774889528638 -36.8691177017195,174.774844064632 -36.8691117478915,174.774786940712 -36.8691020753231,174.774530066296 -36.86905040992,174.774446677108 -36.8690336376353,174.772671764857 -36.8686766291519,174.771963603995 -36.8685255593578,174.771296706117 -36.8683808045439,174.769886646353 -36.8680747270271)",3261803,SECCOMBES ROAD,N,SECCOMBES ROAD,,1824298,2,,,sealed
"LINESTRING (174.774219129117 -36.8679791086744,174.773406064721 -36.8678057075634)",3319775,ROXBURGH STREET,N,ROXBURGH STREET,,1825427,2,,,sealed
"LINESTRING (174.774098615834 -36.8683684522914,174.774219129117 -36.8679791086744,174.774554212762 -36.8668965308116)",3319720,MELROSE STREET,N,MELROSE STREET,,1825433,2,,,sealed
"LINESTRING (174.773406064721 -36.8678057075634,174.77339253739 -36.8678006843898,174.773375994376 -36.8677942424463,174.773360926657 -36.8677860587229,174.773349751207 -36.8677767416059,174.773341852819 -36.8677633114312,174.773341430119 -36.8677450277272,174.773346095225 -36.8677280237051,174.773693342425 -36.8667127265387)",3287759,MCCOLL STREET,N,MCCOLL STREET,,1825412,2,,,sealed
"LINESTRING (174.749078021341 -36.8439720149407,174.749074100668 -36.843986977326,174.749068513953 -36.8440015658345,174.749060228565 -36.8440175136317,174.749050743233 -36.8440316412398,174.749037325503 -36.8440508643511,174.7487746114 -36.8444434083234,174.748767965647 -36.8444533382626,174.748700536583 -36.844554088878,174.748315778069 -36.8451313914406,174.748295728249 -36.8451613317096,174.748116909462 -36.8454283652141,174.747868006253 -36.845795472887,174.747510767713 -36.8463308718938,174.747350812609 -36.8465693669341,174.747267973815 -36.8466928797047,174.746944580251 -36.8471749226092,174.746723826967 -36.8475039666391,174.746563252112 -36.8477490000036,174.746513140702 -36.8478273361582)",3262415,NEW STREET,N,NEW STREET,,1823941,2,,,sealed
"LINESTRING (174.765333069531 -36.8443096190376,174.764992708969 -36.8450837183381,174.76496925185 -36.8451370685105,174.764608794511 -36.845956858706,174.764176982177 -36.8469389063273,174.763830469735 -36.8477269427484,174.763481057783 -36.8485215568253,174.76266470232 -36.8503780037137)",3239563,ALBERT STREET,N,ALBERT STREET,,1824385,2,,,sealed
"LINESTRING (174.762878352084 -36.8465553358474,174.763041294018 -36.8462029984057,174.76305208063 -36.8461882068463,174.763062456153 -36.8461769041834,174.763074800951 -36.8461707748708,174.763093608244 -36.8461641774282,174.763114821154 -36.8461616336983,174.763142096536 -36.8461639105534,174.763171861954 -36.8461694241467,174.76342418666 -36.8462425705591)",3321099,ST PATRICKS SQUARE,N,ST PATRICKS SQUARE,,1823771,1,,,sealed
"LINESTRING (174.76357040408 -36.8467598074284,174.763609778864 -36.8466729175078,174.763718652096 -36.846419839987,174.763722729909 -36.8464029044826,174.763724616823 -36.8463877969723,174.763725634949 -36.846373779463,174.763722617389 -36.8463591034739,174.763713793591 -36.8463445136527,174.763698305273 -36.84633145948,174.76368161623 -36.8463234012546,174.76342418666 -36.8462425705591)",3321098,ST PATRICKS SQUARE,N,ST PATRICKS SQUARE,,1823771,1,,,sealed
"LINESTRING (174.764474350135 -36.8483420834517,174.764646427932 -36.8479674253008,174.764821046099 -36.8475872336735)",3321040,DURHAM LANE,N,DURHAM LANE,,1824349,1,,,sealed
"LINESTRING (174.764336591518 -36.8474416074305,174.764821046099 -36.8475872336735)",3321087,DURHAM LANE,N,DURHAM LANE,,1824349,1,,,sealed
"LINESTRING (174.764821046099 -36.8475872336735,174.765156899601 -36.8476889163112)",3321088,DURHAM LANE,N,DURHAM LANE,,1824349,1,,,sealed
"LINESTRING (174.76524317701 -36.8528146900845,174.764854818683 -36.8521470495262)",3321081,LORNE STREET,N,LORNE STREET,,1831382,1,,,sealed
"LINESTRING (174.764075869139 -36.8522942882763,174.764295837739 -36.8522332844208,174.764854818683 -36.8521470495262,174.765422709398 -36.8520793978689,174.765460779898 -36.852075628916,174.765493311292 -36.8520773367881,174.765527026268 -36.8520833490129,174.765555291575 -36.8520938010946,174.765580872948 -36.8521136138464,174.765628457815 -36.8521657166208,174.765657223271 -36.8521979070782,174.765695129021 -36.8522493766756,174.765715236509 -36.8522832496765,174.765736309347 -36.8523171074285,174.765776783129 -36.8523875671181)",3288582,RUTLAND STREET,N,RUTLAND STREET,,1824776,2,,,sealed
"LINESTRING (174.763595480787 -36.8506325671284,174.764130839266 -36.84943792228,174.764419039467 -36.8487947912262)",3288583,ELLIOTT STREET,N,ELLIOTT STREET,,1824796,1,,,sealed
"LINESTRING (174.764130839266 -36.84943792228,174.765048069495 -36.8496917606728)",3321039,DARBY STREET,N,DARBY STREET,,1823885,1,,,sealed
"LINESTRING (174.767688784649 -36.8582931277792,174.767575516466 -36.8584440796169,174.766969512189 -36.8592239822987,174.76666302039 -36.8596128838411,174.766560633311 -36.8597329038027,174.766455494004 -36.8598447209074,174.766362887525 -36.8599439869972,174.766284049226 -36.8600244770896,174.766233842184 -36.8600757373417,174.766046729764 -36.8602475067203,174.765925802643 -36.8603420404038,174.765772738896 -36.8604553064239,174.765544835804 -36.8606156094812,174.765170681671 -36.8608509502406,174.765097468707 -36.8609014981021,174.765043200868 -36.8609393989839,174.764858078344 -36.8610864059111,174.764794075864 -36.861147120945,174.764736506485 -36.8612087706397,174.764676479853 -36.8612844880081,174.764634426712 -36.8613449572068,174.764603778698 -36.8614011171524,174.76458041211 -36.8614470531861,174.764536419498 -36.8615414741018,174.764509828888 -36.8616119375755,174.764488721349 -36.8616741651716,174.764472043467 -36.8617299553922,174.764458943486 -36.8617756334925,174.764451192605 -36.8618172959966,174.764442656769 -36.8618720901059,174.764438118904 -36.8619351343303,174.764434762383 -36.8619784810874,174.764433136831 -36.8620261754577,174.76443677127 -36.8620895363826)",6635442,STATE HIGHWAY 1,N,STATE HIGHWAY 1,1,3027695,1,,,sealed
"LINESTRING (174.766790038422 -36.8578329507618,174.766642920283 -36.8580533595839,174.766196477856 -36.8585761592843,174.765983521999 -36.8588286791513,174.765735953022 -36.8591278428309,174.765424608706 -36.8595036897985,174.765171466992 -36.8598092724596,174.765042041094 -36.8599631299254,174.764918607194 -36.8601123239377,174.764800374946 -36.8602578469144,174.764738713918 -36.8603348928334,174.764675961637 -36.8604175108066,174.764623220346 -36.8604934444409,174.764564973919 -36.860575145476,174.764508296383 -36.8606621032546,174.764463587911 -36.8607306986779,174.764417688349 -36.8608094500794,174.764363491759 -36.8609064587844,174.76432187326 -36.8609809535341,174.764314165516 -36.8609975661642,174.764206603458 -36.8612294149122,174.764170995841 -36.8613253714816,174.764142683982 -36.8614046043635,174.764117057991 -36.8614849826297,174.764088401725 -36.8615749024293,174.764058999731 -36.8616966425942,174.764043397401 -36.8617889797759,174.764019767353 -36.8619473946189,174.76401061738 -36.8620508676419,174.76400873348 -36.8620721646028,174.763998906485 -36.8622029322312,174.764000187192 -36.8623051760012,174.764002494486 -36.8623783515379,174.764004140759 -36.8624305833645,174.764015717384 -36.8625154874732,174.764034843651 -36.8625869423266,174.764052393467 -36.8626418881455,174.764074059679 -36.8626988170948,174.764098165765 -36.8627512121146,174.764136025763 -36.8628263033523,174.764177438971 -36.8629009326121,174.764234254898 -36.8629814668042,174.764295649464 -36.8630619338846,174.764367766038 -36.8631438767604,174.764418546184 -36.8631964110294,174.764468023468 -36.8632383359868,174.76452675368 -36.8632845364921,174.764563686433 -36.863314455228)",6635441,STATE HIGHWAY 1,N,STATE HIGHWAY 1,1,3027695,1,,,sealed
